id,date,tweet,tweet_proc,score,polarity
1.49541E+18,20-Feb-2022 (15:03:10),@GarengHallu Mgkn niatnya mau ngejelekin mandalika tp yg dadun liat lintasan formula Ee yg msh berbentuk lumpur..itu mungkin lho Reng..,"['niat', 'jelek', 'mandalika', 'dadun', 'lihat', 'lintas', 'formula', 'ee', 'bentuk', 'lumpur', 'lho', 'reng']",2,1
1.49541E+18,20-Feb-2022 (14:57:44),"@Zlkh2021 @StopPlandemit Bener banget, nih sales2 omicron, gak henti2nya tebar fear bapil/omicron! @KemenkesRI @ProfesorZubairi @dr_koko28 @satgascovid19id @dirgarambe @PBIDI @AdamPrabata Mentang2 anggaran udah disiapin. Liat aja ntar maret PASTI turun demi GP Mandalika!","['banget', 'nih', 'sales', 'omicron', 'henti', 'tebar', 'fear', 'bapil', 'omicron', 'mentang', 'anggar', 'disiapin', 'lihat', 'bentar', 'maret', 'turun', 'motogp', 'mandalika']",-2,0
1.49541E+18,20-Feb-2022 (14:49:09),@Scortariuz Ngetes motor koq jauh amat sampe dibawa ke Mandalika??,"['ngetes', 'motor', 'bawa', 'mandalika']",-2,0
1.49541E+18,20-Feb-2022 (14:38:53),"@sugirisancoko26 Sayang Kang Bupati margi jurusan Ngebel mulai dari Ngepos ngrupit,sedah,sraten semanding  aspalipun sekelas Sircuit Mandalika 🙏😁  Padahal jalur wisata. Margi nipun rusak kaleh truk angkut Material sakeng tambang.   🙏","['sayang', 'kang', 'bupati', 'margi', 'jurus', 'ngebel', 'ngepos', 'ngrupit', 'dah', 'sraten', 'semanding', 'aspal', 'kelas', 'sircuit', 'mandalika', 'jalur', 'wisata', 'margi', 'nipun', 'rusak', 'kaleh', 'truk', 'angkut', 'material', 'sakeng', 'tambang']",-10,0
1.49541E+18,20-Feb-2022 (14:37:10),"@CNNIndonesia Jangan nanggung2 buat aturan Sekalian semua di wajibkan punya BPJS kesehatan,urus KTP,KK,bayar pajak,naik pesawat,naik angkutan umum,kapal,nonton motoGP di mandalika,sepak bola,voly,bulu tangkis dan olahraga2 lain,masuk pasar,mall,supermarket,tempat wisata,sekolah,kuliah,dll.","['nanggung', 'atur', 'wajib', 'bpjs', 'sehat', 'urus', 'ktp', 'kakak', 'bayar', 'pajak', 'pesawat', 'angkut', 'kapal', 'tonton', 'motogp', 'mandalika', 'sepak', 'bola', 'voly', 'bulu', 'tangkis', 'olahraga', 'masuk', 'pasar', 'mall', 'supermarket', 'wisata', 'sekolah', 'kuliah']",-20,0
1.49541E+18,20-Feb-2022 (14:33:46),@LambeResing INTERLAGOS HARUS BELAJAR SAMA MANDALIKA!?! 😱🥵 FAKTA SIRKUIT INTERLAGOS YANG HARUS KALIAN KETAHUI!?! 😳⚡,"['interlagos', 'ajar', 'mandalika', 'fakta', 'sirkuit', 'interlagos', 'tahu']",-5,0
1.49541E+18,20-Feb-2022 (14:31:37),@Boediantar4 Bapak presiden sibuk motoran di mandalika,"['presiden', 'sibuk', 'motor', 'mandalika']",4,1
1.4954E+18,20-Feb-2022 (14:28:19),"@penikmatko_pi Itu sirkuit khusus buat mural aja , tambah indah aja mandalika.... Pasti yunik lah ....wisatawan pasti pada datang ,,😍😍","['sirkuit', 'khusus', 'mural', 'indah', 'mandalika', 'yunik', 'wisatawan']",1,1
1.4954E+18,20-Feb-2022 (14:27:42),@hidup_di_bumi @mudjajin @OposisiCerdas Bntar bang lg mainin mandalika bang tunggu matinya,"['bentar', 'bang', 'mainin', 'mandalika', 'bang', 'tunggu', 'mati']",-4,0
1.4954E+18,20-Feb-2022 (14:26:50),@dittdedd @MNC_Pictures Bersihin krikil di aspal mandalika sekalian na 🤲,"['bersihin', 'krikil', 'aspal', 'mandalika']",0,1
1.4954E+18,20-Feb-2022 (14:25:49),@dittdedd @MNC_Pictures Sekalian mampir rumah ku Reyna kalau ke Mandalika 😆,"['mampir', 'rumah', 'ku', 'reyna', 'mandalika']",2,1
1.4954E+18,20-Feb-2022 (14:15:32),@Mbahhardiman @Uki23 @musniumar Udh terbukti multiplier effect rkonominya nya bos mandalika..,"['bukti', 'multiplier', 'effect', 'rkonominya', 'bos', 'mandalika']",0,1
1.4954E+18,20-Feb-2022 (14:05:36),@karimnas_ Gak ikutan ke Mandalika?,"['ikut', 'mandalika']",-3,0
1.4954E+18,20-Feb-2022 (13:51:21),@kumparan Lha ini yg bikin asapal Mandalika terkelupas 😁,"['bikin', 'asapal', 'mandalika', 'kelupas']",0,1
1.4954E+18,20-Feb-2022 (13:51:09),@jetsilvers @CNNIndonesia Sirkuit Phillip island kan sama juga seperti Mandalika,"['sirkuit', 'phillip', 'island', 'mandalika']",0,1
1.49539E+18,20-Feb-2022 (13:45:44),"@abu_waras Ngak salah komentarnya? Kesiapan Mandalika jauh hari sebelum hari balapnya memberikan waktu untuk memperbaiki kekurangan yg ada. Perencanaannya dipuji dan dikagumi. Masukan juga didengar dan diperbaiki karena waktunya cukup. Ini hal yg bagus, bukan memalukan.","['salah', 'komentar', 'kesiap', 'mandalika', 'balap', 'baik', 'kurang', 'rencana', 'puji', 'kagum', 'masuk', 'dengar', 'baik', 'bagus', 'malu']",1,1
1.49539E+18,20-Feb-2022 (13:42:16),"@musniumar Saya baru lihat video pembangunan sirkuit mandalika dan efeknya ke provinsi NTB -- luar biasa besar multiplier effectnya. Maaf saja, Formula E belum menunjukkan manfaat sekelas Mandalika. Ini obyektif.","['lihat', 'video', 'bangun', 'sirkuit', 'mandalika', 'efek', 'provinsi', 'ntb', 'multiplier', 'effectnya', 'maaf', 'formula', 'manfaat', 'kelas', 'mandalika', 'obyektif']",7,1
1.49539E+18,20-Feb-2022 (13:37:24),@geloraco Jangan2x aspal mandalika kurang bagus karena kekurangan minyak goreng ...🤣🤣🤣,"['aspal', 'mandalika', 'bagus', 'kurang', 'minyak', 'goreng']",-6,0
1.49539E+18,20-Feb-2022 (13:34:13),"@Uki23 @musniumar Trus ap bedanya sm Mandalika? Sdh lo baca kajian bisnisnya? IRR BEP nya? Sudah? Kalo mau protes apple to apple. Ato lo ke Balai kota, tanya tuh dsana jgn cumen katanya katanya...ora mikir blasss👎 Ato lo tanya nih ke om @GeiszChalifah","['beda', 'mandalika', 'baca', 'kaji', 'bisnis', 'irr', 'bep', 'protes', 'apple', 'apple', 'balai', 'kota', 'tuh', 'sana', 'cumen', 'ora', 'mikir', 'blasss', 'nih', 'om']",-4,0
1.49539E+18,20-Feb-2022 (13:31:06),@democrazymedia Menurut ramalan dukun sebelah patung itu akan menjadi petaka di mandalika. Ati2 dng tipu2nya😢,"['ramal', 'dukun', 'belah', 'patung', 'petaka', 'mandalika', 'hati', 'tipu']",-17,0
1.49539E+18,20-Feb-2022 (13:30:23),"@jokowi @erickthohir MotoGP yang populer di seluruh penjuru dunia, untuk pertama kalinya akan hadir di Mandalika, Nusa Tenggara Barat, Indonesia. “Ini merupakan arahan dari Presiden Joko Widodo dan beliau sangat senang dan gembira kita akan menjadi tuan rumah MotoGP 2022.   @jokowi @erickthohir","['motogp', 'populer', 'penjuru', 'dunia', 'kali', 'hadir', 'mandalika', 'nusa', 'tenggara', 'barat', 'indonesia', 'arah', 'presiden', 'joko', 'widodo', 'beliau', 'senang', 'gembira', 'tuan', 'rumah', 'motogp']",6,1
1.49539E+18,20-Feb-2022 (13:20:53),@razor_rahendra @kumparan sudahlah... jgn banyak komentar ente gak ikut ke mandalika ae kok 🤣,"['komentar', 'mandalika']",0,1
1.49539E+18,20-Feb-2022 (13:18:37),@Uki23 @musniumar Apa pernah mempertanyakan atau apa sudah ngerti tetang balapan di mandalika kalau sudah anda termasuk yg cerdas kali,"['erti', 'tetang', 'balap', 'mandalika', 'cerdas', 'kali']",0,1
1.49539E+18,20-Feb-2022 (13:18:18),@Uki23 @musniumar Bang coba lo gonggong sirkuit mandalika bang.apa dah layak.gonggong an nya yg keras ya bang biar yg bicara dah lakyak biar kena tampol mulut nya...,"['bang', 'coba', 'gonggong', 'sirkuit', 'mandalika', 'bang', 'layak', 'gonggong', 'an', 'keras', 'bang', 'biar', 'bicara', 'lakyak', 'biar', 'kena', 'tampol', 'mulut']",-9,0
1.49538E+18,20-Feb-2022 (13:03:13),@LambeResing Interlagos ketar-ketir melihat Mandalika,"['interlagos', 'ketar', 'tir', 'mandalika']",-3,0
1.49538E+18,20-Feb-2022 (13:02:20),Saban liat berita sirkuit mandalika. Pengen komen tp pegimana ya yang ngerjain mantan kantor lama gua sih jd ga enak ati mau komen 😌😌,"['saban', 'lihat', 'berita', 'sirkuit', 'mandalika', 'pingin', 'komen', 'pegimana', 'ngerjain', 'mantan', 'kantor', 'gua', 'enak', 'hati', 'komen']",-6,0
1.49538E+18,20-Feb-2022 (12:57:06),@_myNda_ Yg di mandalika kayaknya udah nganggur sekarang. 🤣,"['mandalika', 'kayak', 'nganggur']",-6,0
1.49538E+18,20-Feb-2022 (12:46:00),"@GilangJuragan99 @MSGLOWFORMENID sek mas, aku berangkat ke mandalika dulu, aku ga mau editan, maunya poto real hihi","['sek', 'berangkat', 'mandalika', 'edit', 'mau', 'poto', 'real', 'hihi']",2,1
1.49538E+18,20-Feb-2022 (12:45:55),@PramudyaSubur Batu sama aspalnya jgn dikorup ya.  Jangan sampai kejadian pengalaman memalukan di mandalika.,"['batu', 'aspal', 'korup', 'jadi', 'alam', 'malu', 'mandalika']",-7,0
1.49538E+18,20-Feb-2022 (12:44:23),Tolong pembalap mandalika wajibkan punya BPJS juga,"['tolong', 'balap', 'mandalika', 'wajib', 'bpjs']",-1,0
1.49537E+18,20-Feb-2022 (12:02:36),"@penikmatko_pi Balapannya nanti dijaga sama petugas PJR yg dibekali speed gun, jd klo ada yg terlalu kenceng langsung ditilang soalnya bisa merusak aspal sirkuit mandalika. Mosok udah dibangun mahal2 mau dibiarkan saja orang yg merusak aspal sirkuit? Enak aja!","['balap', 'jaga', 'tugas', 'pjr', 'bekal', 'speed', 'gun', 'kencang', 'langsung', 'tilang', 'rusak', 'aspal', 'sirkuit', 'mandalika', 'mosok', 'bangun', 'mahal', 'biar', 'orang', 'rusak', 'aspal', 'sirkuit', 'enak']",2,1
1.49537E+18,20-Feb-2022 (12:00:54),@Giring_Ganesha Ripiu Aspal Mandalika dong bong...,"['ripiu', 'aspal', 'mandalika', 'cebong']",0,1
1.49537E+18,20-Feb-2022 (11:52:52),"@awantirtawan Ada legenda ""putri mandalika"". Nah skrg puncak acaranya, jdi kt tangkap cacing laut yg di sebut nyale. Kya jelmaan putri mandalika gt lahh om","['legenda', 'putri', 'mandalika', 'puncak', 'acara', 'tangkap', 'cacing', 'laut', 'nyale', 'kaya', 'jelma', 'putri', 'mandalika', 'om']",-13,0
1.49536E+18,20-Feb-2022 (11:47:05),"Kasih tau gue update formula-E Indonesia, dong. Dari Mandalika sirkuit dibangun, sampe jadi + udah selesai pre-test, gak kedengeran suaranya.","['kasih', 'tau', 'gue', 'update', 'formula', 'indonesia', 'mandalika', 'sirkuit', 'bangun', 'selesai', 'pre', 'test', 'dengar', 'suara']",-2,0
1.49536E+18,20-Feb-2022 (11:40:23),yokk bisaa yokk bulan depan mandalika,"['yuk', 'yuk', 'mandalika']",8,1
1.49536E+18,20-Feb-2022 (11:37:06),"@bachrum_achmadi Selesainya kapan,,,klu mmg sirkuit formula E akan selesai,,,formula e duluan dibanding mandalika,tp mandalika udh dikontrak tuh boss","['selesai', 'sirkuit', 'formula', 'selesai', 'formula', 'duluan', 'banding', 'mandalika', 'mandalika', 'kontrak', 'tuh', 'bos']",-1,0
1.49536E+18,20-Feb-2022 (11:32:54),"@motoupdate Mandalika Racing Team, Mandalika Indonesian Grand Prix 2022, Wak Haji Racing Racing Team/WHRRT 🤔","['mandalika', 'racing', 'team', 'mandalika', 'indonesian', 'grand', 'prix', 'wak', 'haji', 'racing', 'racing', 'team', 'whrrt']",2,1
1.49536E+18,20-Feb-2022 (11:32:25),"@bliblidotcom Tawarin yang pada mau nonton MotoGP Mandalika min, kan banyak tuh penonton yang mau ke Lombok #Bliblidotcom #BlibliAjaDeh #BlibliTerbaikDeh","['tawarin', 'tonton', 'motogp', 'mandalika', 'min', 'tuh', 'tonton', 'lombok']",-8,0
1.49536E+18,20-Feb-2022 (11:31:57),"Kalau tanya rating saya, saya akan bagi 9.5 / 10 untuk buku ni. Kenapa hilang 0.5? Sebab ni bagi saya lah, memang untuk tambah suspens kita akan rahsiakan semua benda dulu, cumanya kalau tak nak cerita, jangan bukak. Sebab dalam cerita ni, cerita tentang Mandalika dah bukak sikit","['rating', 'buku', 'hilang', 'suspens', 'rahsiakan', 'benda', 'cuma', 'nak', 'cerita', 'buka', 'cerita', 'cerita', 'mandalika', 'buka', 'sikit']",-13,0
1.49536E+18,20-Feb-2022 (11:31:55),"1. Kalau Dandinea dan Eswandia dah tau Faris ada dalam hutan tu, kenapa diorang tak tolong selamatkan dia? 2. Cilinaya yang jumpa Faris tu, adakah dia keturunan Nenda Daha Cilinaya, mak Mandalika yang diceritakan Delusta kepada Ayyan tu? Harap tuan @seketulawan dapat jawab😅🤗","['dandinea', 'eswandia', 'tau', 'faris', 'hutan', 'orang', 'tolong', 'selamat', 'cilinaya', 'jumpa', 'faris', 'ada', 'turun', 'nenda', 'daha', 'cilinaya', 'mak', 'mandalika', 'cerita', 'dusta', 'ayyan', 'harap', 'tuan']",2,1
1.49536E+18,20-Feb-2022 (11:21:16),@CasanovaX8X @MotoGP @jokowi @Aryprasetyo85 @theT4ntryS1 @LibraWati5 @SimbokeSarah @zi_vot @lettachantik @tnmuda @Speedtrap_ @K_Nyelepot @newIding30 @SIWE_NDARA @NinjaCir3ng @mikuroQ @Posmaltobing @Annas_Cim @kaoompoosink @TrisiyoWong Mandalika...😍😍😍🇮🇩,['mandalika'],0,1
1.49535E+18,20-Feb-2022 (11:08:14),"@VampirEllachan kabarnya, nyale (cacing) ini jelmaan Putri Mandalika. Rambut sang putri juga digambarkan memilik warna warni seperti cacing tersebut","['kabar', 'nyale', 'cacing', 'jelma', 'putri', 'mandalika', 'rambut', 'sang', 'putri', 'gambar', 'milik', 'warna', 'warni', 'cacing']",-12,0
1.49535E+18,20-Feb-2022 (11:07:24),"@panggilakunorma menu khas Mandalika kalau pas festival Bau Nyale ini, seriusan enak","['menu', 'khas', 'mandalika', 'pas', 'festival', 'bau', 'nyale', 'serius', 'enak']",-1,0
1.49535E+18,20-Feb-2022 (11:01:03),"@penikmatko_pi jaelah ngapain pada bodoh smua pikiran cupet,mau sirkuit mandalika mau sirkuit formula-e mestinya kita banggalah kita punya sirkuit,yg dulunya gak ada balapan motogp, formula-e skrang kita mampu menggelar balapan itu,ini suatu kmajuan krn tdkk smua negara bs menggelar balapan itu","['jaelah', 'kapai', 'bodoh', 'pikir', 'cupet', 'sirkuit', 'mandalika', 'sirkuit', 'formula', 'mesti', 'bangga', 'sirkuit', 'dulunya', 'balap', 'motogp', 'formula', 'gelar', 'balap', 'kmajuan', 'tdkk', 'negara', 'gelar', 'balap']",-2,0
1.49535E+18,20-Feb-2022 (10:56:57),"Sahabat, mari bersama-sama dukung penyelenggaraan MotoGP Mandalika 2022 biar berjalan sukses.  Sahabat juga bisa mengikuti keser... Sahabat, mari bersama-sama dukung penyelenggaraan MotoGP Mandalika 2022 biar berjalan sukses.  Sahabat juga bisa mengikuti keser... #mandiri_it…","['sahabat', 'mari', 'dukung', 'selenggara', 'motogp', 'mandalika', 'biar', 'jalan', 'sukses', 'sahabat', 'ikut', 'keser', 'sahabat', 'mari', 'dukung', 'selenggara', 'motogp', 'mandalika', 'biar', 'jalan', 'sukses', 'sahabat', 'ikut', 'keser']",16,1
1.49535E+18,20-Feb-2022 (10:46:45),"@CNNIndonesia Kemarin katanya 80%, apa gara"" Aspal sirkuit Mandalika mengelupas hingga pemuasan rakyat menurun?...","['kemarin', 'gara', 'aspal', 'sirkuit', 'mandalika', 'kelupas', 'muas', 'rakyat', 'turun']",-1,0
1.49534E+18,20-Feb-2022 (10:18:43),"@papafarelfara Knpe niiii... 🙈 Abis latihan di Mandalika kah ?🤭 Get well soon ya, bang. 😊","['knpe', 'niiii', 'habis', 'latih', 'mandalika', 'kah', 'get', 'well', 'soon', 'bang']",1,1
1.49534E+18,20-Feb-2022 (10:03:10),"@penikmatko_pi Direktur sirkuit Mandalika suruh ngomong di depan DORNA dong, biar diketawain DUNIA ...","['direktur', 'sirkuit', 'mandalika', 'suruh', 'omong', 'dorna', 'biar', 'diketawain', 'dunia']",-10,0
1.49534E+18,20-Feb-2022 (09:55:00),Yukk yg di lombok ikut festival bau nyale di kuta mandalika dan sekitarnya 😆😆,"['yuk', 'lombok', 'festival', 'bau', 'nyale', 'kuta', 'mandalika']",0,1
1.49534E+18,20-Feb-2022 (09:54:58),"Deg degan liat progres penyelesaian sirkuit Mandalika, dan penasaran akan sebagus apa di 18 Maret nanti 😱","['deg', 'degan', 'lihat', 'progres', 'selesai', 'sirkuit', 'mandalika', 'penasaran', 'bagus', 'maret']",-4,0
1.49533E+18,20-Feb-2022 (09:46:32),"@reeyneamelia Selamat, sukses buat semua.. salam mandalika","['selamat', 'sukses', 'salam', 'mandalika']",8,1
1.49533E+18,20-Feb-2022 (09:41:28),"@sandiuno Dulu saya beli gelang, sarung dan kaos di mandalika 2018, ya gelangnya bkn hasil umkm, import dari china, ada anak2 juru foto jg, 5 ribu per gaya awalnya minta 10 ribu. Setelah anak2 datanglah orang tua bawa kain, sarung dan kaus. Hadeh gimana bisa menikmati klo kyk gini.","['beli', 'gelang', 'sarung', 'kaos', 'mandalika', 'gelang', 'hasil', 'umkm', 'import', 'china', 'anak', 'juru', 'foto', 'ribu', 'gaya', 'ribu', 'anak', 'datang', 'orang', 'tua', 'bawa', 'kain', 'sarung', 'kaus', 'hadeh', 'nikmat', 'kayak']",-27,0
1.49533E+18,20-Feb-2022 (09:27:12),"@El70004 @warnadi08 @sapporo_jack @Iteungik @AntiPasti_07 @Bentir16 @Ladede3 @ediasmawan @H4l1mun_D1n61n @NKRIHAR82459132 @anticebong2021 @ZaDevana @Iyoet___Asriie @Crespo04946885 @2H80457169 @sakitotak3 @Daud19761 @sastro0001 @BoniCekrik @Didi_BMS @ekoguruoke @bknMuslimEgois1 @antonah61851221 @MahbubGhani @buzzerbalaiKNTL @DiptraD @ChomZdelaRoCa @YudiSet16452924 @ahista_perdana @cgtrisanjaya @Bukhori72711553 @UmatSantuy @Vv3Yz @BangunMarkos @ImamMursyalin @TonyFoo13 @Yonesman2 @Bilan1188 @Uplu7 @YogaKrisnanda2 @Maemunah_Azza @Mantova42167289 @Jebenk63285910 @BuayaLanglang @DefFirmansyah @Dennysiregar7 @papa_loren @RajaSuspend_ @Tonyoo13 Mandalika sebagai sirkuit sudah mendunia drun, formula e’ek si anus apa kabarnya drun?","['mandalika', 'sirkuit', 'dunia', 'kadrun', 'formula', 'ek', 'anus', 'kabar', 'kadrun']",-2,0
1.49533E+18,20-Feb-2022 (09:20:03),Takutnya di mandalika nnti pas startlampu nya masih kuning udh ada yg klakson dri belakng,"['takut', 'mandalika', 'pas', 'startlampu', 'kuning', 'klakson', 'belakng']",-4,0
1.49533E+18,20-Feb-2022 (09:12:42),@GarengHallu @jokowi Pariwisata segera sumbang efek ekonomi bagi warga sekitarnya. Sirkuit mandalika di NTB tanda kebangkitan dunia pariwisata Indonesia.,"['pariwisata', 'sumbang', 'efek', 'ekonomi', 'warga', 'sirkuit', 'mandalika', 'ntb', 'tanda', 'bangkit', 'dunia', 'pariwisata', 'indonesia']",-6,0
1.49533E+18,20-Feb-2022 (09:11:11),"@SantorinisSun @Leonita_Lestari BuzzeRPublik, buzze2Publik (baca buzzeRePublik). Buzz yang dibayar hasil kerja nyata pemerintah Indonesia. Salah satunya sirkuit mandalika di NTB. Bbrp hal lainnya lebih byk sekali jumlahnya.","['buzzerpublik', 'buzze', 'publik', 'baca', 'buzzerepublik', 'buzz', 'bayar', 'hasil', 'kerja', 'nyata', 'perintah', 'indonesia', 'salah', 'satu', 'sirkuit', 'mandalika', 'ntb']",5,1
1.49532E+18,20-Feb-2022 (08:47:56),"MYap! Marquez lagi persiapan MotoGP dan ada di Mandalika, Lombok! Ada yang berencana nonton di bulan Maret nanti?","['myap', 'marquez', 'siap', 'motogp', 'mandalika', 'lombok', 'rencana', 'tonton', 'maret']",-5,0
1.49531E+18,20-Feb-2022 (08:27:26),"@detikcom Keren abis , hasil karya nya. Icon sirkuit mandalika.","['keren', 'habis', 'hasil', 'karya', 'icon', 'sirkuit', 'mandalika']",6,1
1.49531E+18,20-Feb-2022 (08:20:17),"@detikcom Alhmdlh..., icon sirkuit mandalika nya. Cakep. Bikin orang sebelah tambah gerah...","['alhmdlh', 'icon', 'sirkuit', 'mandalika', 'cakep', 'bikin', 'orang', 'belah', 'gerah']",-6,0
1.49531E+18,20-Feb-2022 (08:05:49),Hadir kembali menemani sore Warga bersama om Iwan Fals di Mandalika Fals Mania  Yukkk sambil seru-seruan bareng Aurel Juniarti Tlp/sms/wa 08175707684,"['hadir', 'tani', 'sore', 'warga', 'om', 'iwan', 'fals', 'mandalika', 'fals', 'mania', 'yuk', 'seru', 'seru', 'bareng', 'aurel', 'juniarti', 'telepon', 'sms', 'wa']",3,1
1.49531E+18,20-Feb-2022 (08:05:24),"@feri_ulakan @Uki23 @musniumar Mandalika sudah selesai , sudah ada sponsor, sudah laku jual  tinggal pembenahan yg kurang yet.  Klw lintasan FE boro"" denger sponsor bentuk jg masih tanah labil Palingan besok sponsor juga maksa IMI dan mepet Rafi Kaesang . Udh bau deal"" politik","['mandalika', 'selesai', 'sponsor', 'laku', 'jual', 'tinggal', 'benah', 'yet', 'lintas', 'fe', 'dengar', 'sponsor', 'bentuk', 'tanah', 'labil', 'paling', 'besok', 'sponsor', 'maksa', 'imi', 'mepet', 'rafi', 'kaesang', 'bau', 'deal', 'politik']",1,1
1.49531E+18,20-Feb-2022 (08:05:23),"@SugandiBadru Bade teras ka palih wetan deui kang.....kagok,ka Mandalika 😁","['bade', 'teras', 'kak', 'palih', 'wetan', 'deui', 'kang', 'kagok', 'kak', 'mandalika']",0,1
1.49531E+18,20-Feb-2022 (08:03:18),@maspiyuaja Tidak ada yg sempurna hal itu biasa jadikan pengalaman yg berharga. MANDALIKA MASIH TETAP KEBANGGAAN INDONESIA,"['sempurna', 'jadi', 'alam', 'harga', 'mandalika', 'bangga', 'indonesia']",6,1
1.49531E+18,20-Feb-2022 (08:00:04),"@LahrianSyahilla Mantul nih ,semoga event MotoGP di Mandalika sukses Aamiin","['mantul', 'nih', 'moga', 'event', 'motogp', 'mandalika', 'sukses', 'amin']",4,1
1.4953E+18,20-Feb-2022 (07:49:06),"ke mandalika gajadi, tahun ini harus ada penggantinya yang lebih dari mandalika!","['mandalika', 'gajadi', 'ganti', 'mandalika']",-3,0
1.4953E+18,20-Feb-2022 (07:42:53),@abu_waras Kacian abu waras ......apa yg bikin malu malah sirkuit mandalika paling tenar di dunia,"['kasihan', 'abu', 'waras', 'bikin', 'malu', 'sirkuit', 'mandalika', 'tenar', 'dunia']",-2,0
1.4953E+18,20-Feb-2022 (07:41:51),@democrazymedia Loh kok dipasang di pintu masuk Mandalika.. Kirain buat disembah sama buzzernya,"['loh', 'pasang', 'pintu', 'masuk', 'mandalika', 'sembah', 'buzzernya']",-1,0
1.4953E+18,20-Feb-2022 (07:34:03),"@PutraErlangga95 Nggak nampak tuh emak-emak ngantri minyak goreng, yang nampak SIRKUIT MANDALIKA  😜 #SalimGroupNimbunMigor  #SalimGroupNimbunMigor","['tampak', 'tuh', 'emak', 'emak', 'antri', 'minyak', 'goreng', 'tampak', 'sirkuit', 'mandalika']",-5,0
1.4953E+18,20-Feb-2022 (07:29:33),@verxatilc mandalika teh apa,"['mandalika', 'teh']",1,1
1.4953E+18,20-Feb-2022 (07:27:47),@penikmatko_pi Apakah Tenaga Sepeda motor Yang Digunakan Di Mandalika Berbeda dengan Yang Digunakan Di Sirkuit Negara Lain???,"['tenaga', 'sepeda', 'motor', 'mandalika', 'beda', 'sirkuit', 'negara']",1,1
