id,date,tweet,tweet_proc
1495410200974872576,20-Feb-2022 (14:49:09),@Scortariuz Ngetes motor koq jauh amat sampe dibawa ke Mandalika??,"['ngetes', 'motor', 'bawa']"
1495407614405988354,20-Feb-2022 (14:38:53),"@sugirisancoko26 Sayang Kang Bupati margi jurusan Ngebel mulai dari Ngepos ngrupit,sedah,sraten semanding  aspalipun sekelas Sircuit Mandalika 🙏😁  Padahal jalur wisata. Margi nipun rusak kaleh truk angkut Material sakeng tambang.   🙏","['sayang', 'kang', 'bupati', 'margi', 'jurus', 'ngebel', 'ngepos', 'ngrupit', 'dah', 'sraten', 'semanding', 'aspal', 'kelas', 'sircuit', 'jalur', 'wisata', 'margi', 'nipun', 'rusak', 'kaleh', 'truk', 'angkut', 'material', 'sakeng', 'tambang']"
1495407182069657606,20-Feb-2022 (14:37:10),"@CNNIndonesia Jangan nanggung2 buat aturan Sekalian semua di wajibkan punya BPJS kesehatan,urus KTP,KK,bayar pajak,naik pesawat,naik angkutan umum,kapal,nonton motoGP di mandalika,sepak bola,voly,bulu tangkis dan olahraga2 lain,masuk pasar,mall,supermarket,tempat wisata,sekolah,kuliah,dll.","['nanggung', 'atur', 'wajib', 'bpjs', 'sehat', 'urus', 'ktp', 'kakak', 'bayar', 'pajak', 'pesawat', 'angkut', 'kapal', 'tonton', 'motogp', 'sepak', 'bola', 'voly', 'bulu', 'tangkis', 'olahraga', 'masuk', 'pasar', 'mall', 'supermarket', 'wisata', 'sekolah', 'kuliah']"
1495406327559962625,20-Feb-2022 (14:33:46),@LambeResing INTERLAGOS HARUS BELAJAR SAMA MANDALIKA!?! 😱🥵 FAKTA SIRKUIT INTERLAGOS YANG HARUS KALIAN KETAHUI!?! 😳⚡,"['interlagos', 'ajar', 'fakta', 'interlagos', 'tahu']"
1495405788445437955,20-Feb-2022 (14:31:37),@Boediantar4 Bapak presiden sibuk motoran di mandalika,"['presiden', 'sibuk', 'motor']"
1495404955334676486,20-Feb-2022 (14:28:19),"@penikmatko_pi Itu sirkuit khusus buat mural aja , tambah indah aja mandalika.... Pasti yunik lah ....wisatawan pasti pada datang ,,😍😍","['khusus', 'mural', 'indah', 'yunik', 'wisatawan']"
1495404802821398531,20-Feb-2022 (14:27:42),@hidup_di_bumi @mudjajin @OposisiCerdas Bntar bang lg mainin mandalika bang tunggu matinya,"['bentar', 'bang', 'mainin', 'bang', 'tunggu', 'mati']"
1495404582050009089,20-Feb-2022 (14:26:50),@dittdedd @MNC_Pictures Bersihin krikil di aspal mandalika sekalian na 🤲,"['bersihin', 'krikil', 'aspal']"
1495404328894758912,20-Feb-2022 (14:25:49),@dittdedd @MNC_Pictures Sekalian mampir rumah ku Reyna kalau ke Mandalika 😆,"['mampir', 'rumah', 'ku', 'reyna']"
1495401738224152578,20-Feb-2022 (14:15:32),@Mbahhardiman @Uki23 @musniumar Udh terbukti multiplier effect rkonominya nya bos mandalika..,"['bukti', 'multiplier', 'effect', 'rkonominya', 'bos']"
1495399238917779461,20-Feb-2022 (14:05:36),@karimnas_ Gak ikutan ke Mandalika?,['ikut']
1495395652419076101,20-Feb-2022 (13:51:21),@kumparan Lha ini yg bikin asapal Mandalika terkelupas 😁,"['bikin', 'asapal', 'kelupas']"
1495395604289122307,20-Feb-2022 (13:51:09),@jetsilvers @CNNIndonesia Sirkuit Phillip island kan sama juga seperti Mandalika,"['phillip', 'island']"
1495394241513590786,20-Feb-2022 (13:45:44),"@abu_waras Ngak salah komentarnya? Kesiapan Mandalika jauh hari sebelum hari balapnya memberikan waktu untuk memperbaiki kekurangan yg ada. Perencanaannya dipuji dan dikagumi. Masukan juga didengar dan diperbaiki karena waktunya cukup. Ini hal yg bagus, bukan memalukan.","['salah', 'komentar', 'kesiap', 'balap', 'baik', 'kurang', 'rencana', 'puji', 'kagum', 'masuk', 'dengar', 'baik', 'bagus', 'malu']"
1495393365738749953,20-Feb-2022 (13:42:16),"@musniumar Saya baru lihat video pembangunan sirkuit mandalika dan efeknya ke provinsi NTB -- luar biasa besar multiplier effectnya. Maaf saja, Formula E belum menunjukkan manfaat sekelas Mandalika. Ini obyektif.","['lihat', 'video', 'bangun', 'efek', 'provinsi', 'ntb', 'multiplier', 'effectnya', 'maaf', 'formula', 'manfaat', 'kelas', 'obyektif']"
1495392142721622017,20-Feb-2022 (13:37:24),@geloraco Jangan2x aspal mandalika kurang bagus karena kekurangan minyak goreng ...🤣🤣🤣,"['aspal', 'bagus', 'kurang', 'minyak', 'goreng']"
1495391340976168960,20-Feb-2022 (13:34:13),"@Uki23 @musniumar Trus ap bedanya sm Mandalika? Sdh lo baca kajian bisnisnya? IRR BEP nya? Sudah? Kalo mau protes apple to apple. Ato lo ke Balai kota, tanya tuh dsana jgn cumen katanya katanya...ora mikir blasss👎 Ato lo tanya nih ke om @GeiszChalifah","['beda', 'baca', 'kaji', 'bisnis', 'irr', 'bep', 'protes', 'apple', 'apple', 'balai', 'kota', 'tuh', 'sana', 'cumen', 'ora', 'mikir', 'blasss', 'nih', 'om']"
1495390555492458502,20-Feb-2022 (13:31:06),@democrazymedia Menurut ramalan dukun sebelah patung itu akan menjadi petaka di mandalika. Ati2 dng tipu2nya😢,"['ramal', 'dukun', 'belah', 'patung', 'petaka', 'hati', 'tipu']"
1495390374973427712,20-Feb-2022 (13:30:23),"@jokowi @erickthohir MotoGP yang populer di seluruh penjuru dunia, untuk pertama kalinya akan hadir di Mandalika, Nusa Tenggara Barat, Indonesia. “Ini merupakan arahan dari Presiden Joko Widodo dan beliau sangat senang dan gembira kita akan menjadi tuan rumah MotoGP 2022.   @jokowi @erickthohir","['motogp', 'populer', 'penjuru', 'dunia', 'kali', 'hadir', 'nusa', 'tenggara', 'barat', 'indonesia', 'arah', 'presiden', 'joko', 'widodo', 'beliau', 'senang', 'gembira', 'tuan', 'rumah', 'motogp']"
1495387987513077765,20-Feb-2022 (13:20:53),@razor_rahendra @kumparan sudahlah... jgn banyak komentar ente gak ikut ke mandalika ae kok 🤣,['komentar']
1495387416781197317,20-Feb-2022 (13:18:37),@Uki23 @musniumar Apa pernah mempertanyakan atau apa sudah ngerti tetang balapan di mandalika kalau sudah anda termasuk yg cerdas kali,"['erti', 'tetang', 'balap', 'cerdas', 'kali']"
1495387334157959172,20-Feb-2022 (13:18:18),@Uki23 @musniumar Bang coba lo gonggong sirkuit mandalika bang.apa dah layak.gonggong an nya yg keras ya bang biar yg bicara dah lakyak biar kena tampol mulut nya...,"['bang', 'coba', 'gonggong', 'bang', 'layak', 'gonggong', 'an', 'keras', 'bang', 'biar', 'bicara', 'lakyak', 'biar', 'kena', 'tampol', 'mulut']"
1495383542162804737,20-Feb-2022 (13:03:13),@LambeResing Interlagos ketar-ketir melihat Mandalika,"['interlagos', 'ketar', 'tir']"
1495383319584055297,20-Feb-2022 (13:02:20),Saban liat berita sirkuit mandalika. Pengen komen tp pegimana ya yang ngerjain mantan kantor lama gua sih jd ga enak ati mau komen 😌😌,"['saban', 'lihat', 'berita', 'pingin', 'komen', 'pegimana', 'ngerjain', 'mantan', 'kantor', 'gua', 'enak', 'hati', 'komen']"
1495382001804713984,20-Feb-2022 (12:57:06),@_myNda_ Yg di mandalika kayaknya udah nganggur sekarang. 🤣,"['kayak', 'nganggur']"
1495379209073696772,20-Feb-2022 (12:46:00),"@GilangJuragan99 @MSGLOWFORMENID sek mas, aku berangkat ke mandalika dulu, aku ga mau editan, maunya poto real hihi","['sek', 'berangkat', 'edit', 'mau', 'poto', 'real', 'hihi']"
1495379187200184321,20-Feb-2022 (12:45:55),@PramudyaSubur Batu sama aspalnya jgn dikorup ya.  Jangan sampai kejadian pengalaman memalukan di mandalika.,"['batu', 'aspal', 'korup', 'jadi', 'alam', 'malu']"
1495378800129245186,20-Feb-2022 (12:44:23),Tolong pembalap mandalika wajibkan punya BPJS juga,"['tolong', 'balap', 'wajib', 'bpjs']"
1495368284774232065,20-Feb-2022 (12:02:36),"@penikmatko_pi Balapannya nanti dijaga sama petugas PJR yg dibekali speed gun, jd klo ada yg terlalu kenceng langsung ditilang soalnya bisa merusak aspal sirkuit mandalika. Mosok udah dibangun mahal2 mau dibiarkan saja orang yg merusak aspal sirkuit? Enak aja!","['balap', 'jaga', 'tugas', 'pjr', 'bekal', 'speed', 'gun', 'kencang', 'langsung', 'tilang', 'rusak', 'aspal', 'mosok', 'bangun', 'mahal', 'biar', 'orang', 'rusak', 'aspal', 'enak']"
1495367856304771072,20-Feb-2022 (12:00:54),@Giring_Ganesha Ripiu Aspal Mandalika dong bong...,"['ripiu', 'aspal', 'cebong']"
1495365837800505348,20-Feb-2022 (11:52:52),"@awantirtawan Ada legenda ""putri mandalika"". Nah skrg puncak acaranya, jdi kt tangkap cacing laut yg di sebut nyale. Kya jelmaan putri mandalika gt lahh om","['legenda', 'putri', 'puncak', 'acara', 'tangkap', 'cacing', 'laut', 'nyale', 'kaya', 'jelma', 'putri', 'om']"
1495364381395218434,20-Feb-2022 (11:47:05),"Kasih tau gue update formula-E Indonesia, dong. Dari Mandalika sirkuit dibangun, sampe jadi + udah selesai pre-test, gak kedengeran suaranya.","['kasih', 'tau', 'gue', 'update', 'formula', 'indonesia', 'bangun', 'selesai', 'pre', 'test', 'dengar', 'suara']"
1495362695943495681,20-Feb-2022 (11:40:23),yokk bisaa yokk bulan depan mandalika,"['yuk', 'yuk']"
1495361868093075456,20-Feb-2022 (11:37:06),"@bachrum_achmadi Selesainya kapan,,,klu mmg sirkuit formula E akan selesai,,,formula e duluan dibanding mandalika,tp mandalika udh dikontrak tuh boss","['selesai', 'formula', 'selesai', 'formula', 'duluan', 'banding', 'kontrak', 'tuh', 'bos']"
1495360809593356289,20-Feb-2022 (11:32:54),"@motoupdate Mandalika Racing Team, Mandalika Indonesian Grand Prix 2022, Wak Haji Racing Racing Team/WHRRT 🤔","['racing', 'team', 'indonesian', 'grand', 'prix', 'wak', 'haji', 'racing', 'racing', 'team', 'whrrt']"
1495360690621943813,20-Feb-2022 (11:32:25),"@bliblidotcom Tawarin yang pada mau nonton MotoGP Mandalika min, kan banyak tuh penonton yang mau ke Lombok #Bliblidotcom #BlibliAjaDeh #BlibliTerbaikDeh","['tawarin', 'tonton', 'motogp', 'min', 'tuh', 'tonton', 'lombok']"
1495360574074417152,20-Feb-2022 (11:31:57),"Kalau tanya rating saya, saya akan bagi 9.5 / 10 untuk buku ni. Kenapa hilang 0.5? Sebab ni bagi saya lah, memang untuk tambah suspens kita akan rahsiakan semua benda dulu, cumanya kalau tak nak cerita, jangan bukak. Sebab dalam cerita ni, cerita tentang Mandalika dah bukak sikit","['rating', 'buku', 'hilang', 'suspens', 'rahsiakan', 'benda', 'cuma', 'nak', 'cerita', 'buka', 'cerita', 'cerita', 'buka', 'sikit']"
1495360562959552513,20-Feb-2022 (11:31:55),"1. Kalau Dandinea dan Eswandia dah tau Faris ada dalam hutan tu, kenapa diorang tak tolong selamatkan dia? 2. Cilinaya yang jumpa Faris tu, adakah dia keturunan Nenda Daha Cilinaya, mak Mandalika yang diceritakan Delusta kepada Ayyan tu? Harap tuan @seketulawan dapat jawab😅🤗","['dandinea', 'eswandia', 'tau', 'faris', 'hutan', 'orang', 'tolong', 'selamat', 'cilinaya', 'jumpa', 'faris', 'ada', 'turun', 'nenda', 'daha', 'cilinaya', 'mak', 'cerita', 'dusta', 'ayyan', 'harap', 'tuan']"
1495357884552871938,20-Feb-2022 (11:21:16),@CasanovaX8X @MotoGP @jokowi @Aryprasetyo85 @theT4ntryS1 @LibraWati5 @SimbokeSarah @zi_vot @lettachantik @tnmuda @Speedtrap_ @K_Nyelepot @newIding30 @SIWE_NDARA @NinjaCir3ng @mikuroQ @Posmaltobing @Annas_Cim @kaoompoosink @TrisiyoWong Mandalika...😍😍😍🇮🇩,[]
1495354601859870722,20-Feb-2022 (11:08:14),"@VampirEllachan kabarnya, nyale (cacing) ini jelmaan Putri Mandalika. Rambut sang putri juga digambarkan memilik warna warni seperti cacing tersebut","['kabar', 'nyale', 'cacing', 'jelma', 'putri', 'rambut', 'sang', 'putri', 'gambar', 'milik', 'warna', 'warni', 'cacing']"
1495354393604296704,20-Feb-2022 (11:07:24),"@panggilakunorma menu khas Mandalika kalau pas festival Bau Nyale ini, seriusan enak","['menu', 'khas', 'pas', 'festival', 'bau', 'nyale', 'serius', 'enak']"
1495352794940805124,20-Feb-2022 (11:01:03),"@penikmatko_pi jaelah ngapain pada bodoh smua pikiran cupet,mau sirkuit mandalika mau sirkuit formula-e mestinya kita banggalah kita punya sirkuit,yg dulunya gak ada balapan motogp, formula-e skrang kita mampu menggelar balapan itu,ini suatu kmajuan krn tdkk smua negara bs menggelar balapan itu","['jaelah', 'kapai', 'bodoh', 'pikir', 'cupet', 'formula', 'mesti', 'bangga', 'dulunya', 'balap', 'motogp', 'formula', 'gelar', 'balap', 'kmajuan', 'tdkk', 'negara', 'gelar', 'balap']"
1495351762781454338,20-Feb-2022 (10:56:57),"Sahabat, mari bersama-sama dukung penyelenggaraan MotoGP Mandalika 2022 biar berjalan sukses.  Sahabat juga bisa mengikuti keser... Sahabat, mari bersama-sama dukung penyelenggaraan MotoGP Mandalika 2022 biar berjalan sukses.  Sahabat juga bisa mengikuti keser... #mandiri_it…","['sahabat', 'mari', 'dukung', 'selenggara', 'motogp', 'biar', 'jalan', 'sukses', 'sahabat', 'ikut', 'keser', 'sahabat', 'mari', 'dukung', 'selenggara', 'motogp', 'biar', 'jalan', 'sukses', 'sahabat', 'ikut', 'keser']"
1495349196458659841,20-Feb-2022 (10:46:45),"@CNNIndonesia Kemarin katanya 80%, apa gara"" Aspal sirkuit Mandalika mengelupas hingga pemuasan rakyat menurun?...","['kemarin', 'gara', 'aspal', 'kelupas', 'muas', 'rakyat', 'turun']"
1495342143442804740,20-Feb-2022 (10:18:43),"@papafarelfara Knpe niiii... 🙈 Abis latihan di Mandalika kah ?🤭 Get well soon ya, bang. 😊","['knpe', 'niiii', 'habis', 'latih', 'kah', 'get', 'well', 'soon', 'bang']"
1495338227065970688,20-Feb-2022 (10:03:10),"@penikmatko_pi Direktur sirkuit Mandalika suruh ngomong di depan DORNA dong, biar diketawain DUNIA ...","['direktur', 'suruh', 'omong', 'dorna', 'biar', 'diketawain', 'dunia']"
1495336174269132800,20-Feb-2022 (09:55:00),Yukk yg di lombok ikut festival bau nyale di kuta mandalika dan sekitarnya 😆😆,"['yuk', 'lombok', 'festival', 'bau', 'nyale', 'kuta']"
1495336166861590529,20-Feb-2022 (09:54:58),"Deg degan liat progres penyelesaian sirkuit Mandalika, dan penasaran akan sebagus apa di 18 Maret nanti 😱","['deg', 'degan', 'lihat', 'progres', 'selesai', 'penasaran', 'bagus', 'maret']"
1495334041616543745,20-Feb-2022 (09:46:32),"@reeyneamelia Selamat, sukses buat semua.. salam mandalika","['selamat', 'sukses', 'salam']"
1495332769626394624,20-Feb-2022 (09:41:28),"@sandiuno Dulu saya beli gelang, sarung dan kaos di mandalika 2018, ya gelangnya bkn hasil umkm, import dari china, ada anak2 juru foto jg, 5 ribu per gaya awalnya minta 10 ribu. Setelah anak2 datanglah orang tua bawa kain, sarung dan kaus. Hadeh gimana bisa menikmati klo kyk gini.","['beli', 'gelang', 'sarung', 'kaos', 'gelang', 'hasil', 'umkm', 'import', 'china', 'anak', 'juru', 'foto', 'ribu', 'gaya', 'ribu', 'anak', 'datang', 'orang', 'tua', 'bawa', 'kain', 'sarung', 'kaus', 'hadeh', 'nikmat', 'kayak']"
1495329177632796672,20-Feb-2022 (09:27:12),"@El70004 @warnadi08 @sapporo_jack @Iteungik @AntiPasti_07 @Bentir16 @Ladede3 @ediasmawan @H4l1mun_D1n61n @NKRIHAR82459132 @anticebong2021 @ZaDevana @Iyoet___Asriie @Crespo04946885 @2H80457169 @sakitotak3 @Daud19761 @sastro0001 @BoniCekrik @Didi_BMS @ekoguruoke @bknMuslimEgois1 @antonah61851221 @MahbubGhani @buzzerbalaiKNTL @DiptraD @ChomZdelaRoCa @YudiSet16452924 @ahista_perdana @cgtrisanjaya @Bukhori72711553 @UmatSantuy @Vv3Yz @BangunMarkos @ImamMursyalin @TonyFoo13 @Yonesman2 @Bilan1188 @Uplu7 @YogaKrisnanda2 @Maemunah_Azza @Mantova42167289 @Jebenk63285910 @BuayaLanglang @DefFirmansyah @Dennysiregar7 @papa_loren @RajaSuspend_ @Tonyoo13 Mandalika sebagai sirkuit sudah mendunia drun, formula e’ek si anus apa kabarnya drun?","['dunia', 'kadrun', 'formula', 'ek', 'anus', 'kabar', 'kadrun']"
1495327378067046455,20-Feb-2022 (09:20:03),Takutnya di mandalika nnti pas startlampu nya masih kuning udh ada yg klakson dri belakng,"['takut', 'pas', 'startlampu', 'kuning', 'klakson', 'belakng']"
1495325527179431943,20-Feb-2022 (09:12:42),@GarengHallu @jokowi Pariwisata segera sumbang efek ekonomi bagi warga sekitarnya. Sirkuit mandalika di NTB tanda kebangkitan dunia pariwisata Indonesia.,"['pariwisata', 'sumbang', 'efek', 'ekonomi', 'warga', 'ntb', 'tanda', 'bangkit', 'dunia', 'pariwisata', 'indonesia']"
1495325149079687168,20-Feb-2022 (09:11:11),"@SantorinisSun @Leonita_Lestari BuzzeRPublik, buzze2Publik (baca buzzeRePublik). Buzz yang dibayar hasil kerja nyata pemerintah Indonesia. Salah satunya sirkuit mandalika di NTB. Bbrp hal lainnya lebih byk sekali jumlahnya.","['buzzerpublik', 'buzze', 'publik', 'baca', 'buzzerepublik', 'buzz', 'bayar', 'hasil', 'kerja', 'nyata', 'perintah', 'indonesia', 'salah', 'satu', 'ntb']"
1495319297983651842,20-Feb-2022 (08:47:56),"MYap! Marquez lagi persiapan MotoGP dan ada di Mandalika, Lombok! Ada yang berencana nonton di bulan Maret nanti?","['myap', 'marquez', 'siap', 'motogp', 'lombok', 'rencana', 'tonton', 'maret']"
1495314138834550785,20-Feb-2022 (08:27:26),"@detikcom Keren abis , hasil karya nya. Icon sirkuit mandalika.","['keren', 'habis', 'hasil', 'karya', 'icon']"
1495312336118489091,20-Feb-2022 (08:20:17),"@detikcom Alhmdlh..., icon sirkuit mandalika nya. Cakep. Bikin orang sebelah tambah gerah...","['alhmdlh', 'icon', 'cakep', 'bikin', 'orang', 'belah', 'gerah']"
1495308699031973893,20-Feb-2022 (08:05:49),Hadir kembali menemani sore Warga bersama om Iwan Fals di Mandalika Fals Mania  Yukkk sambil seru-seruan bareng Aurel Juniarti Tlp/sms/wa 08175707684,"['hadir', 'tani', 'sore', 'warga', 'om', 'iwan', 'fals', 'fals', 'mania', 'yuk', 'seru', 'seru', 'bareng', 'aurel', 'juniarti', 'telepon', 'sms', 'wa']"
1495308594060742657,20-Feb-2022 (08:05:24),"@feri_ulakan @Uki23 @musniumar Mandalika sudah selesai , sudah ada sponsor, sudah laku jual  tinggal pembenahan yg kurang yet.  Klw lintasan FE boro"" denger sponsor bentuk jg masih tanah labil Palingan besok sponsor juga maksa IMI dan mepet Rafi Kaesang . Udh bau deal"" politik","['selesai', 'sponsor', 'laku', 'jual', 'tinggal', 'benah', 'yet', 'lintas', 'fe', 'dengar', 'sponsor', 'bentuk', 'tanah', 'labil', 'paling', 'besok', 'sponsor', 'maksa', 'imi', 'mepet', 'rafi', 'kaesang', 'bau', 'deal', 'politik']"
1495308589560262657,20-Feb-2022 (08:05:23),"@SugandiBadru Bade teras ka palih wetan deui kang.....kagok,ka Mandalika 😁","['bade', 'teras', 'kak', 'palih', 'wetan', 'deui', 'kang', 'kagok', 'kak']"
1495308062353403904,20-Feb-2022 (08:03:18),@maspiyuaja Tidak ada yg sempurna hal itu biasa jadikan pengalaman yg berharga. MANDALIKA MASIH TETAP KEBANGGAAN INDONESIA,"['sempurna', 'jadi', 'alam', 'harga', 'bangga', 'indonesia']"
1495307249858023424,20-Feb-2022 (08:00:04),"@LahrianSyahilla Mantul nih ,semoga event MotoGP di Mandalika sukses Aamiin","['mantul', 'nih', 'moga', 'event', 'motogp', 'sukses', 'amin']"
1495304490681266176,20-Feb-2022 (07:49:06),"ke mandalika gajadi, tahun ini harus ada penggantinya yang lebih dari mandalika!","['gajadi', 'ganti']"
1495302927430619137,20-Feb-2022 (07:42:53),@abu_waras Kacian abu waras ......apa yg bikin malu malah sirkuit mandalika paling tenar di dunia,"['kasihan', 'abu', 'waras', 'bikin', 'malu', 'tenar', 'dunia']"
1495302666255097859,20-Feb-2022 (07:41:51),@democrazymedia Loh kok dipasang di pintu masuk Mandalika.. Kirain buat disembah sama buzzernya,"['loh', 'pasang', 'pintu', 'masuk', 'sembah', 'buzzernya']"
1495300703598034944,20-Feb-2022 (07:34:03),"@PutraErlangga95 Nggak nampak tuh emak-emak ngantri minyak goreng, yang nampak SIRKUIT MANDALIKA  😜 #SalimGroupNimbunMigor  #SalimGroupNimbunMigor","['tampak', 'tuh', 'emak', 'emak', 'antri', 'minyak', 'goreng', 'tampak']"
1495299568598065153,20-Feb-2022 (07:29:33),@verxatilc mandalika teh apa,['teh']
1495299127089184768,20-Feb-2022 (07:27:47),@penikmatko_pi Apakah Tenaga Sepeda motor Yang Digunakan Di Mandalika Berbeda dengan Yang Digunakan Di Sirkuit Negara Lain???,"['tenaga', 'sepeda', 'motor', 'beda', 'negara']"
1495299091387289604,20-Feb-2022 (07:27:39),@GurBachot @musniumar Kok melebar kan Mandalika. Di bangun juga pakai uang kadrun .. kalau kadrun bangga salah .. jangan klaim mandalika punya cebong . Kalau lahan sebagian memang ada yg belum di selesaikan kok melebar ?,"['lebar', 'bangun', 'pakai', 'uang', 'kadrun', 'kadrun', 'bangga', 'salah', 'klaim', 'cebong', 'lahan', 'selesai', 'lebar']"
1495298397217386496,20-Feb-2022 (07:24:53),@democrazymedia Sebaiknya nggak usah pakai patung segala di Mandalika. Natural sajalah.,"['pakai', 'patung', 'natural']"
1495296929252532225,20-Feb-2022 (07:19:03),"@Scortariuz Klo sirkuit mandalika perbaikan aspal saja,sirkut formula E di uji coba lebih parah semuanya dn penyelenggaraan formula E tdk dapat di laksanakan dlm habis masa jabatan gubernur DKI jkrt @aniesbaswedan","['baik', 'aspal', 'sirkut', 'formula', 'uji', 'coba', 'parah', 'selenggara', 'formula', 'laksana', 'habis', 'jabat', 'gubernur', 'dki', 'jkrt']"
1495295946305196033,20-Feb-2022 (07:15:09),@liskenhsitorus info A1 ... messi juga ga mau main di mandalika 😭,"['info', 'messi', 'main']"
1495295286792826883,20-Feb-2022 (07:12:32),"@ABSetyono @kemkominfo @PlateJohnny Sirkuit Mandalika terhubung dengan jaringan fiber optik berkapasitas total 560G melalui empat koridor, di mana satu koridor sebagai jalur utama dan di-backup oleh tiga koridor lainnya, @PlateJohnny @kemkominfo","['hubung', 'jaring', 'fiber', 'optik', 'kapasitas', 'total', 'koridor', 'koridor', 'jalur', 'utama', 'backup', 'koridor']"
1495293327113129988,20-Feb-2022 (07:04:45),@eunhhaa mandalika ga tuh,['tuh']
1495291838768771072,20-Feb-2022 (06:58:50),"Sirkuit Mandalika sebagian aspalnya terkelupas dan kerikilnya sangay berbahaya, padahal aspalnya diimpor dari inggris, selesai pengerjaan 10 Maret padahal 18 Maret mau dipakai , ada alasan lagi gak ya ..........","['aspal', 'kelupas', 'kerikil', 'sangay', 'bahaya', 'aspal', 'impor', 'inggris', 'selesai', 'kerja', 'maret', 'maret', 'pakai', 'alas']"
