id,date,tweet,tweet_proc,score,polarity
1495413727172071426,20-Feb-2022 (15:03:10),@GarengHallu Mgkn niatnya mau ngejelekin mandalika tp yg dadun liat lintasan formula Ee yg msh berbentuk lumpur..itu mungkin lho Reng..,"['niat', 'ngejelekin', 'mandalika', 'dadun', 'lihat', 'lintas', 'formula', 'ee', 'bentuk', 'lumpur', 'itu', 'lho', 'reng']",5,positive
1495412359535288320,20-Feb-2022 (14:57:44),"@Zlkh2021 @StopPlandemit Bener banget, nih sales2 omicron, gak henti2nya tebar fear bapil/omicron! @KemenkesRI @ProfesorZubairi @dr_koko28 @satgascovid19id @dirgarambe @PBIDI @AdamPrabata Mentang2 anggaran udah disiapin. Liat aja ntar maret PASTI turun demi GP Mandalika!","['banget', 'nih', 'sales', 'omicron', 'henti', 'tebar', 'fear', 'bapil', 'omicron', 'mentang', 'anggar', 'disiapin', 'lihat', 'entar', 'maret', 'turun', 'gp', 'mandalika']",-2,negative
1495410200974872576,20-Feb-2022 (14:49:09),@Scortariuz Ngetes motor koq jauh amat sampe dibawa ke Mandalika??,"['ngetes', 'motor', 'bawa', 'mandalika']",-2,negative
1495407614405988354,20-Feb-2022 (14:38:53),"@sugirisancoko26 Sayang Kang Bupati margi jurusan Ngebel mulai dari Ngepos ngrupit,sedah,sraten semanding  aspalipun sekelas Sircuit Mandalika 🙏😁  Padahal jalur wisata. Margi nipun rusak kaleh truk angkut Material sakeng tambang.   🙏","['sayang', 'kang', 'bupati', 'margi', 'jurus', 'ngebel', 'ngepos', 'ngrupit', 'dah', 'sraten', 'semanding', 'aspal', 'kelas', 'sircuit', 'mandalika', 'jalur', 'wisata', 'margi', 'nipun', 'rusak', 'kaleh', 'truk', 'angkut', 'material', 'sakeng', 'tambang']",-10,negative
1495407182069657606,20-Feb-2022 (14:37:10),"@CNNIndonesia Jangan nanggung2 buat aturan Sekalian semua di wajibkan punya BPJS kesehatan,urus KTP,KK,bayar pajak,naik pesawat,naik angkutan umum,kapal,nonton motoGP di mandalika,sepak bola,voly,bulu tangkis dan olahraga2 lain,masuk pasar,mall,supermarket,tempat wisata,sekolah,kuliah,dll.","['nanggung', 'atur', 'wajib', 'bpjs', 'sehat', 'urus', 'ktp', 'kakak', 'bayar', 'pajak', 'naik', 'pesawat', 'naik', 'angkut', 'umum', 'kapal', 'tonton', 'motogp', 'mandalika', 'sepak', 'bola', 'voly', 'bulu', 'tangkis', 'olahraga', 'lain', 'masuk', 'pasar', 'mall', 'supermarket', 'tempat', 'wisata', 'sekolah', 'kuliah', 'dll']",-24,negative
1495406327559962625,20-Feb-2022 (14:33:46),@LambeResing INTERLAGOS HARUS BELAJAR SAMA MANDALIKA!?! 😱🥵 FAKTA SIRKUIT INTERLAGOS YANG HARUS KALIAN KETAHUI!?! 😳⚡,"['interlagos', 'ajar', 'mandalika', 'fakta', 'sirkuit', 'interlagos', 'tahu']",-5,negative
1495405788445437955,20-Feb-2022 (14:31:37),@Boediantar4 Bapak presiden sibuk motoran di mandalika,"['presiden', 'sibuk', 'motor', 'mandalika']",4,positive
1495404955334676486,20-Feb-2022 (14:28:19),"@penikmatko_pi Itu sirkuit khusus buat mural aja , tambah indah aja mandalika.... Pasti yunik lah ....wisatawan pasti pada datang ,,😍😍","['sirkuit', 'khusus', 'mural', 'indah', 'mandalika', 'yunik', 'wisatawan']",1,positive
1495404802821398531,20-Feb-2022 (14:27:42),@hidup_di_bumi @mudjajin @OposisiCerdas Bntar bang lg mainin mandalika bang tunggu matinya,"['bentar', 'bang', 'mainin', 'mandalika', 'bang', 'tunggu', 'mati']",-4,negative
1495404582050009089,20-Feb-2022 (14:26:50),@dittdedd @MNC_Pictures Bersihin krikil di aspal mandalika sekalian na 🤲,"['bersihin', 'krikil', 'aspal', 'mandalika', 'nya']",0,positive
1495404328894758912,20-Feb-2022 (14:25:49),@dittdedd @MNC_Pictures Sekalian mampir rumah ku Reyna kalau ke Mandalika 😆,"['mampir', 'rumah', 'ku', 'reyna', 'mandalika']",2,positive
1495401738224152578,20-Feb-2022 (14:15:32),@Mbahhardiman @Uki23 @musniumar Udh terbukti multiplier effect rkonominya nya bos mandalika..,"['bukti', 'multiplier', 'effect', 'rkonominya', 'nya', 'bos', 'mandalika']",0,positive
1495399238917779461,20-Feb-2022 (14:05:36),@karimnas_ Gak ikutan ke Mandalika?,"['ikut', 'mandalika']",-3,negative
1495395652419076101,20-Feb-2022 (13:51:21),@kumparan Lha ini yg bikin asapal Mandalika terkelupas 😁,"['bikin', 'asapal', 'mandalika', 'kelupas']",0,positive
1495395604289122307,20-Feb-2022 (13:51:09),@jetsilvers @CNNIndonesia Sirkuit Phillip island kan sama juga seperti Mandalika,"['sirkuit', 'phillip', 'island', 'mandalika']",0,positive
1495394241513590786,20-Feb-2022 (13:45:44),"@abu_waras Ngak salah komentarnya? Kesiapan Mandalika jauh hari sebelum hari balapnya memberikan waktu untuk memperbaiki kekurangan yg ada. Perencanaannya dipuji dan dikagumi. Masukan juga didengar dan diperbaiki karena waktunya cukup. Ini hal yg bagus, bukan memalukan.","['salah', 'komentar', 'kesiap', 'mandalika', 'balap', 'baik', 'kurang', 'ada', 'rencana', 'puji', 'kagum', 'masuk', 'dengar', 'baik', 'cukup', 'bagus', 'malu']",-8,negative
1495393365738749953,20-Feb-2022 (13:42:16),"@musniumar Saya baru lihat video pembangunan sirkuit mandalika dan efeknya ke provinsi NTB -- luar biasa besar multiplier effectnya. Maaf saja, Formula E belum menunjukkan manfaat sekelas Mandalika. Ini obyektif.","['lihat', 'video', 'bangun', 'sirkuit', 'mandalika', 'efek', 'provinsi', 'ntb', '--', 'multiplier', 'effectnya', 'maaf', 'saja', 'formula', 'manfaat', 'kelas', 'mandalika', 'obyektif']",4,positive
1495392142721622017,20-Feb-2022 (13:37:24),@geloraco Jangan2x aspal mandalika kurang bagus karena kekurangan minyak goreng ...🤣🤣🤣,"['janganx', 'aspal', 'mandalika', 'bagus', 'kurang', 'minyak', 'goreng']",-6,negative
1495391340976168960,20-Feb-2022 (13:34:13),"@Uki23 @musniumar Trus ap bedanya sm Mandalika? Sdh lo baca kajian bisnisnya? IRR BEP nya? Sudah? Kalo mau protes apple to apple. Ato lo ke Balai kota, tanya tuh dsana jgn cumen katanya katanya...ora mikir blasss👎 Ato lo tanya nih ke om @GeiszChalifah","['beda', 'mandalika', 'lo', 'baca', 'kaji', 'bisnis', 'irr', 'bep', 'nya', 'sudah', 'kalo', 'protes', 'apple', 'apple', 'lo', 'balai', 'kota', 'tuh', 'sana', 'cumen', 'kata', 'ora', 'mikir', 'blasss', 'lo', 'nih', 'om']",-4,negative
1495390555492458502,20-Feb-2022 (13:31:06),@democrazymedia Menurut ramalan dukun sebelah patung itu akan menjadi petaka di mandalika. Ati2 dng tipu2nya😢,"['ramal', 'dukun', 'belah', 'patung', 'petaka', 'mandalika', 'ati', 'tipu']",-18,negative
1495390374973427712,20-Feb-2022 (13:30:23),"@jokowi @erickthohir MotoGP yang populer di seluruh penjuru dunia, untuk pertama kalinya akan hadir di Mandalika, Nusa Tenggara Barat, Indonesia. “Ini merupakan arahan dari Presiden Joko Widodo dan beliau sangat senang dan gembira kita akan menjadi tuan rumah MotoGP 2022.   @jokowi @erickthohir","['motogp', 'populer', 'penjuru', 'dunia', 'kali', 'hadir', 'mandalika', 'nusa', 'tenggara', 'barat', 'indonesia', 'ini', 'arah', 'presiden', 'joko', 'widodo', 'beliau', 'senang', 'gembira', 'tuan', 'rumah', 'motogp']",6,positive
1495387987513077765,20-Feb-2022 (13:20:53),@razor_rahendra @kumparan sudahlah... jgn banyak komentar ente gak ikut ke mandalika ae kok 🤣,"['sudah', 'komentar', 'ente', 'mandalika']",1,positive
1495387416781197317,20-Feb-2022 (13:18:37),@Uki23 @musniumar Apa pernah mempertanyakan atau apa sudah ngerti tetang balapan di mandalika kalau sudah anda termasuk yg cerdas kali,"['erti', 'tetang', 'balap', 'mandalika', 'cerdas', 'kali']",0,positive
1495387334157959172,20-Feb-2022 (13:18:18),@Uki23 @musniumar Bang coba lo gonggong sirkuit mandalika bang.apa dah layak.gonggong an nya yg keras ya bang biar yg bicara dah lakyak biar kena tampol mulut nya...,"['bang', 'coba', 'lo', 'gonggong', 'sirkuit', 'mandalika', 'bang', 'apa', 'deh', 'layak', 'gonggong', 'an', 'nya', 'keras', 'ya', 'bang', 'biar', 'bicara', 'deh', 'lakyak', 'biar', 'kena', 'tampol', 'mulut', 'nya']",-8,negative
1495383542162804737,20-Feb-2022 (13:03:13),@LambeResing Interlagos ketar-ketir melihat Mandalika,"['interlagos', 'ketar-ketir', 'mandalika']",0,positive
1495383319584055297,20-Feb-2022 (13:02:20),Saban liat berita sirkuit mandalika. Pengen komen tp pegimana ya yang ngerjain mantan kantor lama gua sih jd ga enak ati mau komen 😌😌,"['saban', 'lihat', 'berita', 'sirkuit', 'mandalika', 'pengin', 'komen', 'pegimana', 'ya', 'ngerjain', 'mantan', 'kantor', 'gua', 'sih', 'enak', 'ati', 'komen']",-5,negative
1495382001804713984,20-Feb-2022 (12:57:06),@_myNda_ Yg di mandalika kayaknya udah nganggur sekarang. 🤣,"['mynda', 'mandalika', 'kayak', 'nganggur', 'sekarang']",-6,negative
1495379209073696772,20-Feb-2022 (12:46:00),"@GilangJuragan99 @MSGLOWFORMENID sek mas, aku berangkat ke mandalika dulu, aku ga mau editan, maunya poto real hihi","['sek', 'mas', 'berangkat', 'mandalika', 'dulu', 'edit', 'mau', 'poto', 'real', 'hihi']",2,positive
1495379187200184321,20-Feb-2022 (12:45:55),@PramudyaSubur Batu sama aspalnya jgn dikorup ya.  Jangan sampai kejadian pengalaman memalukan di mandalika.,"['batu', 'aspal', 'korup', 'ya', 'jadi', 'alam', 'malu', 'mandalika']",-3,negative
1495378800129245186,20-Feb-2022 (12:44:23),Tolong pembalap mandalika wajibkan punya BPJS juga,"['tolong', 'balap', 'mandalika', 'wajib', 'bpjs']",-1,negative
1495368284774232065,20-Feb-2022 (12:02:36),"@penikmatko_pi Balapannya nanti dijaga sama petugas PJR yg dibekali speed gun, jd klo ada yg terlalu kenceng langsung ditilang soalnya bisa merusak aspal sirkuit mandalika. Mosok udah dibangun mahal2 mau dibiarkan saja orang yg merusak aspal sirkuit? Enak aja!","['balap', 'jaga', 'tugas', 'pjr', 'bekal', 'speed', 'gun', 'kalo', 'kencang', 'langsung', 'tilang', 'rusak', 'aspal', 'sirkuit', 'mandalika', 'mosok', 'bangun', 'mahal', 'biar', 'orang', 'rusak', 'aspal', 'sirkuit', 'enak', 'saja']",-1,negative
1495367856304771072,20-Feb-2022 (12:00:54),@Giring_Ganesha Ripiu Aspal Mandalika dong bong...,"['ripiu', 'aspal', 'mandalika', 'bong']",0,positive
1495365837800505348,20-Feb-2022 (11:52:52),"@awantirtawan Ada legenda ""putri mandalika"". Nah skrg puncak acaranya, jdi kt tangkap cacing laut yg di sebut nyale. Kya jelmaan putri mandalika gt lahh om","['legenda', 'putri', 'mandalika', 'puncak', 'acara', 'tangkap', 'cacing', 'laut', 'nyale', 'kaya', 'jelma', 'putri', 'mandalika', 'om']",-13,negative
1495364381395218434,20-Feb-2022 (11:47:05),"Kasih tau gue update formula-E Indonesia, dong. Dari Mandalika sirkuit dibangun, sampe jadi + udah selesai pre-test, gak kedengeran suaranya.","['kasih', 'tau', 'gue', 'update', 'formula', 'indonesia', 'dong', 'mandalika', 'sirkuit', 'bangun', 'selesai', 'pre-test', 'dengar', 'suara']",-2,negative
1495362695943495681,20-Feb-2022 (11:40:23),yokk bisaa yokk bulan depan mandalika,"['yuk', 'yuk', 'mandalika']",8,positive
1495361868093075456,20-Feb-2022 (11:37:06),"@bachrum_achmadi Selesainya kapan,,,klu mmg sirkuit formula E akan selesai,,,formula e duluan dibanding mandalika,tp mandalika udh dikontrak tuh boss","['selesai', 'kapan', 'kalau', 'sirkuit', 'formula', 'selesai', 'formula', 'duluan', 'banding', 'mandalika', 'tapi', 'mandalika', 'kontrak', 'tuh', 'bos']",-2,negative
1495360809593356289,20-Feb-2022 (11:32:54),"@motoupdate Mandalika Racing Team, Mandalika Indonesian Grand Prix 2022, Wak Haji Racing Racing Team/WHRRT 🤔","['mandalika', 'racing', 'team', 'mandalika', 'indonesian', 'grand', 'prix', 'wak', 'haji', 'racing', 'racing', 'team', 'whrrt']",2,positive
1495360690621943813,20-Feb-2022 (11:32:25),"@bliblidotcom Tawarin yang pada mau nonton MotoGP Mandalika min, kan banyak tuh penonton yang mau ke Lombok #Bliblidotcom #BlibliAjaDeh #BlibliTerbaikDeh","['tawarin', 'tonton', 'motogp', 'mandalika', 'min', 'tuh', 'tonton', 'lombok']",-8,negative
1495360574074417152,20-Feb-2022 (11:31:57),"Kalau tanya rating saya, saya akan bagi 9.5 / 10 untuk buku ni. Kenapa hilang 0.5? Sebab ni bagi saya lah, memang untuk tambah suspens kita akan rahsiakan semua benda dulu, cumanya kalau tak nak cerita, jangan bukak. Sebab dalam cerita ni, cerita tentang Mandalika dah bukak sikit","['rating', 'saya', 'buku', 'ini', 'hilang', 'lah', 'suspens', 'rahsiakan', 'benda', 'dulu', 'cuma', 'nak', 'cerita', 'buka', 'cerita', 'ini', 'cerita', 'mandalika', 'deh', 'buka', 'sikit']",-16,negative
1495360562959552513,20-Feb-2022 (11:31:55),"1. Kalau Dandinea dan Eswandia dah tau Faris ada dalam hutan tu, kenapa diorang tak tolong selamatkan dia? 2. Cilinaya yang jumpa Faris tu, adakah dia keturunan Nenda Daha Cilinaya, mak Mandalika yang diceritakan Delusta kepada Ayyan tu? Harap tuan @seketulawan dapat jawab😅🤗","['dandinea', 'eswandia', 'deh', 'tau', 'faris', 'hutan', 'itu', 'orang', 'tolong', 'selamat', 'dia', 'cilinaya', 'jumpa', 'faris', 'itu', 'ada', 'turun', 'nenda', 'daha', 'cilinaya', 'mak', 'mandalika', 'cerita', 'dusta', 'ayyan', 'itu', 'harap', 'tuan', 'jawab']",-9,negative
1495357884552871938,20-Feb-2022 (11:21:16),@CasanovaX8X @MotoGP @jokowi @Aryprasetyo85 @theT4ntryS1 @LibraWati5 @SimbokeSarah @zi_vot @lettachantik @tnmuda @Speedtrap_ @K_Nyelepot @newIding30 @SIWE_NDARA @NinjaCir3ng @mikuroQ @Posmaltobing @Annas_Cim @kaoompoosink @TrisiyoWong Mandalika...😍😍😍🇮🇩,['mandalika'],0,positive
1495354601859870722,20-Feb-2022 (11:08:14),"@VampirEllachan kabarnya, nyale (cacing) ini jelmaan Putri Mandalika. Rambut sang putri juga digambarkan memilik warna warni seperti cacing tersebut","['kabar', 'nyale', 'cacing', 'jelma', 'putri', 'mandalika', 'rambut', 'sang', 'putri', 'gambar', 'milik', 'warna', 'warni', 'cacing']",-12,negative
1495354393604296704,20-Feb-2022 (11:07:24),"@panggilakunorma menu khas Mandalika kalau pas festival Bau Nyale ini, seriusan enak","['menu', 'khas', 'mandalika', 'pas', 'festival', 'bau', 'nyale', 'ini', 'serius', 'enak']",-1,negative
1495352794940805124,20-Feb-2022 (11:01:03),"@penikmatko_pi jaelah ngapain pada bodoh smua pikiran cupet,mau sirkuit mandalika mau sirkuit formula-e mestinya kita banggalah kita punya sirkuit,yg dulunya gak ada balapan motogp, formula-e skrang kita mampu menggelar balapan itu,ini suatu kmajuan krn tdkk smua negara bs menggelar balapan itu","['jaelah', 'kapai', 'bodoh', 'pikir', 'cupet', 'mau', 'sirkuit', 'mandalika', 'sirkuit', 'formula', 'mesti', 'bangga', 'sirkuit', 'yang', 'dulunya', 'balap', 'motogp', 'formula', 'gelar', 'balap', 'itu', 'ini', 'kmajuan', 'tdkk', 'negara', 'gelar', 'balap']",-5,negative
1495352270782820360,20-Feb-2022 (10:58:58),@tacobriell Mandalika?,['mandalika'],0,positive
1495351762781454338,20-Feb-2022 (10:56:57),"Sahabat, mari bersama-sama dukung penyelenggaraan MotoGP Mandalika 2022 biar berjalan sukses.  Sahabat juga bisa mengikuti keser... Sahabat, mari bersama-sama dukung penyelenggaraan MotoGP Mandalika 2022 biar berjalan sukses.  Sahabat juga bisa mengikuti keser... #mandiri_it…","['sahabat', 'mari', 'dukung', 'selenggara', 'motogp', 'mandalika', 'biar', 'jalan', 'sukses', 'sahabat', 'ikut', 'keser', 'sahabat', 'mari', 'dukung', 'selenggara', 'motogp', 'mandalika', 'biar', 'jalan', 'sukses', 'sahabat', 'ikut', 'keser']",16,positive
1495349196458659841,20-Feb-2022 (10:46:45),"@CNNIndonesia Kemarin katanya 80%, apa gara"" Aspal sirkuit Mandalika mengelupas hingga pemuasan rakyat menurun?...","['kemarin', 'gara', 'aspal', 'sirkuit', 'mandalika', 'kelupas', 'muas', 'rakyat', 'turun']",-1,negative
1495342143442804740,20-Feb-2022 (10:18:43),"@papafarelfara Knpe niiii... 🙈 Abis latihan di Mandalika kah ?🤭 Get well soon ya, bang. 😊","['knpe', 'niiii', 'habis', 'latih', 'mandalika', 'kah', 'get', 'well', 'soon', 'ya', 'bang']",5,positive
1495338227065970688,20-Feb-2022 (10:03:10),"@penikmatko_pi Direktur sirkuit Mandalika suruh ngomong di depan DORNA dong, biar diketawain DUNIA ...","['direktur', 'sirkuit', 'mandalika', 'suruh', 'omong', 'dorna', 'dong', 'biar', 'diketawain', 'dunia']",-10,negative
1495336174269132800,20-Feb-2022 (09:55:00),Yukk yg di lombok ikut festival bau nyale di kuta mandalika dan sekitarnya 😆😆,"['yuk', 'lombok', 'festival', 'bau', 'nyale', 'kuta', 'mandalika']",0,positive
1495336166861590529,20-Feb-2022 (09:54:58),"Deg degan liat progres penyelesaian sirkuit Mandalika, dan penasaran akan sebagus apa di 18 Maret nanti 😱","['deg', 'degan', 'lihat', 'progres', 'selesai', 'sirkuit', 'mandalika', 'penasaran', 'bagus', 'maret']",-4,negative
1495334041616543745,20-Feb-2022 (09:46:32),"@reeyneamelia Selamat, sukses buat semua.. salam mandalika","['selamat', 'sukses', 'semua', 'salam', 'mandalika']",5,positive
1495332769626394624,20-Feb-2022 (09:41:28),"@sandiuno Dulu saya beli gelang, sarung dan kaos di mandalika 2018, ya gelangnya bkn hasil umkm, import dari china, ada anak2 juru foto jg, 5 ribu per gaya awalnya minta 10 ribu. Setelah anak2 datanglah orang tua bawa kain, sarung dan kaus. Hadeh gimana bisa menikmati klo kyk gini.","['beli', 'gelang', 'sarung', 'kaos', 'mandalika', 'ya', 'gelang', 'hasil', 'umkm', 'import', 'china', 'anak', 'juru', 'foto', 'juga', 'ribu', 'gaya', 'ribu', 'anak', 'datang', 'orang', 'tua', 'bawa', 'kain', 'sarung', 'kaus', 'hadeh', 'nikmat', 'kalo', 'kayak', 'begini']",-24,negative
1495329177632796672,20-Feb-2022 (09:27:12),"@El70004 @warnadi08 @sapporo_jack @Iteungik @AntiPasti_07 @Bentir16 @Ladede3 @ediasmawan @H4l1mun_D1n61n @NKRIHAR82459132 @anticebong2021 @ZaDevana @Iyoet___Asriie @Crespo04946885 @2H80457169 @sakitotak3 @Daud19761 @sastro0001 @BoniCekrik @Didi_BMS @ekoguruoke @bknMuslimEgois1 @antonah61851221 @MahbubGhani @buzzerbalaiKNTL @DiptraD @ChomZdelaRoCa @YudiSet16452924 @ahista_perdana @cgtrisanjaya @Bukhori72711553 @UmatSantuy @Vv3Yz @BangunMarkos @ImamMursyalin @TonyFoo13 @Yonesman2 @Bilan1188 @Uplu7 @YogaKrisnanda2 @Maemunah_Azza @Mantova42167289 @Jebenk63285910 @BuayaLanglang @DefFirmansyah @Dennysiregar7 @papa_loren @RajaSuspend_ @Tonyoo13 Mandalika sebagai sirkuit sudah mendunia drun, formula e’ek si anus apa kabarnya drun?","['mandalika', 'sirkuit', 'dunia', 'drun', 'formula', 'e', 'ek', 'sih', 'anus', 'kabar', 'drun']",-2,negative
1495327378067046455,20-Feb-2022 (09:20:03),Takutnya di mandalika nnti pas startlampu nya masih kuning udh ada yg klakson dri belakng,"['takut', 'mandalika', 'pas', 'startlampu', 'nya', 'kuning', 'klakson', 'belakng']",-4,negative
1495325527179431943,20-Feb-2022 (09:12:42),@GarengHallu @jokowi Pariwisata segera sumbang efek ekonomi bagi warga sekitarnya. Sirkuit mandalika di NTB tanda kebangkitan dunia pariwisata Indonesia.,"['pariwisata', 'sumbang', 'efek', 'ekonomi', 'warga', 'sekitar', 'sirkuit', 'mandalika', 'ntb', 'tanda', 'bangkit', 'dunia', 'pariwisata', 'indonesia']",-6,negative
1495325149079687168,20-Feb-2022 (09:11:11),"@SantorinisSun @Leonita_Lestari BuzzeRPublik, buzze2Publik (baca buzzeRePublik). Buzz yang dibayar hasil kerja nyata pemerintah Indonesia. Salah satunya sirkuit mandalika di NTB. Bbrp hal lainnya lebih byk sekali jumlahnya.","['buzzerpublik', 'buzzepublik', 'baca', 'buzzerepublik', 'buzz', 'bayar', 'hasil', 'kerja', 'nyata', 'perintah', 'indonesia', 'salah', 'satu', 'sirkuit', 'mandalika', 'ntb', 'jumlah']",5,positive
1495319297983651842,20-Feb-2022 (08:47:56),"MYap! Marquez lagi persiapan MotoGP dan ada di Mandalika, Lombok! Ada yang berencana nonton di bulan Maret nanti?","['myap', 'marquez', 'siap', 'motogp', 'mandalika', 'lombok', 'rencana', 'tonton', 'maret', 'nanti']",-7,negative
1495314138834550785,20-Feb-2022 (08:27:26),"@detikcom Keren abis , hasil karya nya. Icon sirkuit mandalika.","['keren', 'habis', 'hasil', 'karya', 'nya', 'icon', 'sirkuit', 'mandalika']",6,positive
1495312336118489091,20-Feb-2022 (08:20:17),"@detikcom Alhmdlh..., icon sirkuit mandalika nya. Cakep. Bikin orang sebelah tambah gerah...","['alhmdlh', 'icon', 'sirkuit', 'mandalika', 'nya', 'cakep', 'bikin', 'orang', 'belah', 'gerah']",-6,negative
1495308699031973893,20-Feb-2022 (08:05:49),Hadir kembali menemani sore Warga bersama om Iwan Fals di Mandalika Fals Mania  Yukkk sambil seru-seruan bareng Aurel Juniarti Tlp/sms/wa 08175707684,"['hadir', 'tani', 'sore', 'warga', 'om', 'iwan', 'fals', 'mandalika', 'fals', 'mania', 'yuk', 'seru', 'bareng', 'aurel', 'juniarti', 'telepon', 'sms', 'wa']",3,positive
1495308594060742657,20-Feb-2022 (08:05:24),"@feri_ulakan @Uki23 @musniumar Mandalika sudah selesai , sudah ada sponsor, sudah laku jual  tinggal pembenahan yg kurang yet.  Klw lintasan FE boro"" denger sponsor bentuk jg masih tanah labil Palingan besok sponsor juga maksa IMI dan mepet Rafi Kaesang . Udh bau deal"" politik","['mandalika', 'selesai', 'sponsor', 'laku', 'jual', 'tinggal', 'benah', 'yet', 'lintas', 'fe', 'boro', 'dengar', 'sponsor', 'bentuk', 'tanah', 'labil', 'paling', 'besok', 'sponsor', 'maksa', 'imi', 'mepet', 'rafi', 'kaesang', 'bau', 'deal', 'politik']",-4,negative
1495308589560262657,20-Feb-2022 (08:05:23),"@SugandiBadru Bade teras ka palih wetan deui kang.....kagok,ka Mandalika 😁","['bade', 'teras', 'kak', 'palih', 'wetan', 'deui', 'kang', 'kagok', 'kak', 'mandalika']",0,positive
1495308062353403904,20-Feb-2022 (08:03:18),@maspiyuaja Tidak ada yg sempurna hal itu biasa jadikan pengalaman yg berharga. MANDALIKA MASIH TETAP KEBANGGAAN INDONESIA,"['sempurna', 'jadi', 'alam', 'harga', 'mandalika', 'bangga', 'indonesia']",6,positive
1495307249858023424,20-Feb-2022 (08:00:04),"@LahrianSyahilla Mantul nih ,semoga event MotoGP di Mandalika sukses Aamiin","['mantul', 'nih', 'moga', 'event', 'motogp', 'mandalika', 'sukses', 'amin']",4,positive
1495304490681266176,20-Feb-2022 (07:49:06),"ke mandalika gajadi, tahun ini harus ada penggantinya yang lebih dari mandalika!","['mandalika', 'gajadi', 'ganti', 'mandalika']",-3,negative
1495302927430619137,20-Feb-2022 (07:42:53),@abu_waras Kacian abu waras ......apa yg bikin malu malah sirkuit mandalika paling tenar di dunia,"['kasihan', 'abu', 'waras', 'apa', 'bikin', 'malu', 'sirkuit', 'mandalika', 'tenar', 'dunia']",-5,negative
1495302666255097859,20-Feb-2022 (07:41:51),@democrazymedia Loh kok dipasang di pintu masuk Mandalika.. Kirain buat disembah sama buzzernya,"['loh', 'pasang', 'pintu', 'masuk', 'mandalika', 'sembah', 'buzzernya']",-1,negative
