id,date,tweet
1539398412755316736,22-Jun-2022 (00:02:36),"Hujan terus, mmg musimnya. Adakah pawang hujan yang sekelas pawang di Mandalika dulu? #Mandalika #PawangHujan #Hujan"
1539393431575080960,21-Jun-2022 (23:42:49),"@ChovaHerman Formüla E, sirkuit Mandalika menjadi gerbang bagi muda mudi Indonesia untuk membuka cabang dan mengembangkan di bidang Balapan, kritik pro dan kontra adalah bagian demokrasi yang tentunya menjadi pemantik agar kita semakin maju"
1539392139561357312,21-Jun-2022 (23:37:41),"Event Drag Rice di Pertamina Mandalika Circuit Selesai, ITDC-MGPA Apresiasi Dukungan Seluruh Stakeholder https://t.co/OrQ1pVTgJb @ITDC_id @KemenBUMN https://t.co/2bs6yFbkS8"
1539385819638939649,21-Jun-2022 (23:12:34),"@arif556jepara @Dennysiregar7 kalo dah jd paling naikin jg, kayak mrt lrt tol, lah protes2 tapi make jg  namanya utk kepentingan rakyat, kalu formule, kepentingan sapa? mandalika jelas untung 4T"
1539382490368196608,21-Jun-2022 (22:59:20),@Erwin68073327 @GreenCooper21 @awemany Lah napa lu nanya stadion bayar apa nggak  ? Formula E bayar apa nggak  ? Emang nanton balap di mandalika gratis  ??? Cebong tolol lu
1539372676229173248,21-Jun-2022 (22:20:20),@TOPAS8889 @healthy13245678 @camilajenie Mau idul qurban covid naik kalau sirkuit Mandalika covid turun IDI ganti aja dengan IDGI=ikatan dokter goblok indonesia.dikatakan dokter dia goblok
1539368591577198593,21-Jun-2022 (22:04:06),@maspiyuaja Kl gelaran motor GP mandalika apkh dilakukan hal yg sm koq diem2 bae
1539364676387377152,21-Jun-2022 (21:48:33),@ekowboy2 @ganjarpranowo Pokoknya ini semua salah pak anies..... Yg di mandalika nan jauh disana saja pada saat lomba di guyur hujan deras semua menyalahkan pak anies apalagi di semarang pokoknya salah pal anies Alhamdulillah.... Calon Komisaris
1539360519018409984,21-Jun-2022 (21:32:02),@damarJR08 Kayak petir tapi bukan petir ya. Kemarin juga ada yg bilang kalo 'petir' di mandalika itu bukan petir beneran tapi petir buatan untuk menambah semarak pertunjukan pawang hujan 🤔
1539350603377573888,21-Jun-2022 (20:52:38),@ChovaHerman Ketika moto GP di Mandalika berapa orang para pembalap dari Indonesia ya ?? . Serius nanya
1539350345763389440,21-Jun-2022 (20:51:36),"@ayehuasca Ini pawang hujan mandalika itu kan , kok dia bisa disitu"
1539333728819826690,21-Jun-2022 (19:45:35),@FerdinanHasudu1 @Fahrihamzah @febridiansyah Iya mandalika ahok jadi joki
1539327888998428672,21-Jun-2022 (19:22:22),Habis Mandalika Terbitlah Samota  Rapimnas PKS #koalisiuntukrakyat #pkskotabekasi #milad20pks #miladpks20 @pksdigitalrace  https://t.co/AM4w1JmboU
1539300383289270272,21-Jun-2022 (17:33:04),"@tempodotco BPK sdh mencatat belom dampak ekonomi penyelenggaraan MotoGP Mandalika, serta sdh di audit kah ?"
1539279856751345664,21-Jun-2022 (16:11:30),@ChusnulCh__ Mandalika juga keluarkan bajet tolol
1539278606127726593,21-Jun-2022 (16:06:32),"@shinesssmile @sbmptnfess latihan met ntar klo malem balapan, smrg kalo malem udh kek mandalika😋🫶🏻"
1539271579493728258,21-Jun-2022 (15:38:37),"@ScherazadeMS Tenang, ini bkn Mandalika kok"
1539271521415221248,21-Jun-2022 (15:38:23),"Otw cuti mandalika Gajadi, ke malang ajadeh 🤭 https://t.co/0N8JoYF5cr"
1539269755370057728,21-Jun-2022 (15:31:22),@democrazymedia Pagelaran MotoGP di Mandalika seharusnya diaudit juga
1539267174208253952,21-Jun-2022 (15:21:07),@Mdy_Asmara1701 Pake aja sirkuit mandalika
1539263837760671744,21-Jun-2022 (15:07:51),@f1fess 42 Hours of Mandalika
1539259536254464001,21-Jun-2022 (14:50:46),Eitdaaahhhh BAYAR LG  ? nih kapan kelarnya BAYAR MULU..  Beda jauh ma mandalika dr awal d bangun tebar pesona dgn konsep sport tourism mengerakan peluang bisnis kreatif lokal sbg episentrum ekonomi baru...🙂 https://t.co/M34W8mD1Zs
1539256384352825344,21-Jun-2022 (14:38:14),"@OposisiCerdas MotoGP Mandalika kok ada kabarnya.. itu sirkuit sampai 2 kali diaspal loh, dan desain Paddock sm kenyataan kok beda bgt sm jadinya..🤔🤔"
1539254615195230209,21-Jun-2022 (14:31:12),"Jejak digital: Pendukung wan toa tolak IKN  Nyinyirin transpapua,mandalika, trans sumatera,revitalisasi labuhan bajo,trans kalimantan.. Padahal itu pemerataan pembangunan ke daerah yg selama ini terabaikan @NasDem mikir lagi dah @PDI_Perjuangan yg sudh dimulai hrs dilanjutkan!!"
1539253160044384257,21-Jun-2022 (14:25:25),Gas Mandalika om https://t.co/8kjdFjAPzA
1539250539216912385,21-Jun-2022 (14:15:01),@swyrre Mandalika aja
1539249712490233856,21-Jun-2022 (14:11:43),"@convomfs demi tuhan takut bgt kalau dibonceng motor ini,mana temen gue naik motor ini berasa di sircuit mandalika ajg wkaakakk😭"
1539249645041422343,21-Jun-2022 (14:11:27),@Istiqom99644171 @Bogem09766281 @MSobri280820 @abu_waras Dirut Pertamina gimana sih....🤪🤪 kok bisa jdi sponsor GP &amp; bangun sirkuit Mandalika ya 😁
1539249053690650624,21-Jun-2022 (14:09:06),@marlina_idha Sebaiknya BPK RI juga audit sirkuit mandalika dan pagelaran motor GP
1539248064036315138,21-Jun-2022 (14:05:10),"@fadlizon Kalau Mandalika Apakah kita yang berlagak bule yg nonton?? Atau Bule yg berlagak, kita yang menonton??"
1539246796140335105,21-Jun-2022 (14:00:08),"And me not yet adore him. And than I break up to watch MotoGP till I start again in 2022, specifically in Mandalika sircuit. And now I’m so love love love him idk. I can’t write it &lt;3"
1539245210303180802,21-Jun-2022 (13:53:50),@dkdulti sini dek abang bawa ke mandalika
1539243421101334528,21-Jun-2022 (13:46:44),"@Mdy_Asmara1701 Ok. Ok. Aja niat yg bagus semoga gayung bersambut,, nanti final nya di mandalika bisa kali,, daripada dipake orang asing,  pake anak negeri akn lebih baik"
1539243214317699072,21-Jun-2022 (13:45:54),Wah rese nih @FabioQ20 Sama aja ngejek Mandalika itu Buruk.  Wes .. truk biyatane. 😜  https://t.co/LxyrEUQHSB
1539242783948812288,21-Jun-2022 (13:44:12),@Arri_Hrp @kompascom Sirkuit mandalika kaga apple to apple bang. Ancol slain FE paling buat balap street race.
1539238840854249473,21-Jun-2022 (13:28:31),@lucywiryono Ingatlah mbak lucy sirkuit mandalika tak semuanya lurus 😂
1539234144961474560,21-Jun-2022 (13:09:52),@eriemrn Pindah juga nih k mandalika..😁
1539233811615035392,21-Jun-2022 (13:08:32),"rasanya pengen nongki di pinggiran pantai mandalika. sambil main gitar, kopi dan rokok   me time smbil rencanain project pribadi.   bukan ga bersyukur. tp aku mesti beri makan :  1. perutku 2. idealismeku 3. sosialku  yg trpenhi baru bisa perutku.  dan sekarang aku pengen be’ol."
1539230228085501952,21-Jun-2022 (12:54:18),@BEECANDU Mandalika?
1539229824358940674,21-Jun-2022 (12:52:42),"@ziezie84187091 @Mdy_Asmara1701 Coba anda cari informasi, berapa keuntungan MotoGP di Mandalika, kok saya cari kgk ada ya"
1539229644653666304,21-Jun-2022 (12:51:59),"@firzahusainInc Iya itu ma kecil,..?? Gmna dgn mandalika.. Berapa ratusan trilyun.. Hasilnya berapa trs.. 😇😇😇"
1539229070839652352,21-Jun-2022 (12:49:42),"@DedySet19424526 @Mdy_Asmara1701 MotoGp di Mandalika untung atau Rugi, kok nggak ada hasil Auditnya ya"
1539227663902322689,21-Jun-2022 (12:44:07),"@KeanuMam @syahrul_arhoel @sonnyprakosa7 @Uki23 Tuh kan bedain sirkuit mandalika sama timnya balapnya aja ga mampu.di share lagi, ihh..sebel.. https://t.co/59z4mOKU6a"
1539220257134456832,21-Jun-2022 (12:14:41),"@_JurnalPedia @LambeResing Mandalika juga full karena baru pertama kali balik adain motogp setelah 25 tahun. Entah selanjutnya begimana promosinya, dornanya kolot gk bisa jaring ""anak muda"" buat nonton motogp"
1539219630434111490,21-Jun-2022 (12:12:11),Lololo kapan iki resmine? Kok ndodok ae lurd.. Ngerti ngono gak usah adoh-adoh ng mandalika https://t.co/BKcHoX19RO
1539217886958391297,21-Jun-2022 (12:05:16),@kurawa @ezkisuyanto @unilubis hahahaha.. waktu dia up motogp mandalika aku ketawain penjilat BUMN gak terima
1539211821475069952,21-Jun-2022 (11:41:10),@fadlizon Sirkuitnya bs buat pembalap/ balapan lokal  ga ya?...mandalika jg...sayang klo nganggur
1539211134477422593,21-Jun-2022 (11:38:26),Apakah hasil audit BPK utk Mandalika GP sdh diterbitkan?? https://t.co/MOcWS5REBP
1539206243700641793,21-Jun-2022 (11:19:00),Mandalika aspal hitam yang dibesarkan seperti anak sendiri
1539204069754974208,21-Jun-2022 (11:10:21),"@Eka7an Pasti, Om. Krn terlalu pede dg sebutan gubernur Indonesia, jd apapun rencana pusat, sll ingin disaingi. Contohnya Sirkuit Mandalika dg Sirkuit Formula E ini, pdhal beda Grade: 1 dg 3"
1539201035688116225,21-Jun-2022 (10:58:18),"dicaci tidak tumbang, dipuji tambah hutang cc @jokowi   Mandalika Racing Team Masih Terjerat Hutang, Nama Jokowi Kembali Disebut? https://t.co/SmKlVc36Ev"
1539200232298250240,21-Jun-2022 (10:55:06),Beberapa pebalap berharap ajang balap motor sport satu merek ini bisa pindah atau digelar di tempat lain. https://t.co/SwzdV89w0q
1539199649294450689,21-Jun-2022 (10:52:47),kalo WEC diadain di mandalika bakal banyak tenda esek-esek berkedok staycation pasti
1539198115592675328,21-Jun-2022 (10:46:42),"@ferry_kdg @abi_aqil @maspiyuaja Jauh lah mas,kalo FE dibanding Mandalika"
1539197952392331264,21-Jun-2022 (10:46:03),Pebalap Minta Yamaha Sunday Race Pindah ke Sirkuit Mandalika https://t.co/PyQZPuD7KU
1539197815770869761,21-Jun-2022 (10:45:30),@p1_eka @abi_aqil @maspiyuaja Keren mandalika
1539195560392941569,21-Jun-2022 (10:36:33),Keberhasilan MANDALIKA di akui DUNIA.  KEGAGALAN FORMULA E di tutupi BUZZER DUNGU BALAI KOTA.  @bachrum_achmadi  @Mdy_Asmara1701  @marlina_idha  @musniumar . https://t.co/yYq45fAp2C
1539194598685147136,21-Jun-2022 (10:32:43),@abi_aqil @maspiyuaja Plototin noh Drun...terus dampak formula E untuk DKI berapa Drun ? Dengan commitment fee 563.M itupun masih kurang 90 M. https://t.co/e9Ofx6aSaR
1539194090403020800,21-Jun-2022 (10:30:42),Cajon/drumbox akustik Mandalika https://t.co/nvDRCar66O https://t.co/iiOBQzmI65
1539193734902194176,21-Jun-2022 (10:29:17),Cajon/drumbox akustik mandalika https://t.co/nvDRCar66O https://t.co/PtwmGRpOlK
1539193309159051266,21-Jun-2022 (10:27:36),"@taksuka @bachrum_achmadi Pikirin yg ini dulu, yg menyangkut rakyat kecil..  https://t.co/gK05496dst"
1539193116124905473,21-Jun-2022 (10:26:50),@fadlizon Alhamdulillah di MotoGP Mandalika kemarin ada pembalap asli Indonesia yang ikut R. Gardner Pranowo di Tim KTM ☺️
1539192432298172416,21-Jun-2022 (10:24:07),@king_nanijat Mandalika... Ngerugiin banyak orang.... Aman aman aza tuh
1539191929006456833,21-Jun-2022 (10:22:07),@akunbarukaju Gas mandalika💨
1539188753415438336,21-Jun-2022 (10:09:30),"@tanyakanrl Karena yg maha adil cuman Tuhan nder, cape boleh nder istirahat aja dulu gapapa. Toh ini hidup, bukan lintasan sirkuit mandalika."
1539187902801772544,21-Jun-2022 (10:06:07),"efwan! hi guys, sender ada penelitian kecil2an nih, menurut kalian event apa yang cocok diadain di sirkuit mandalika yang bikin kalian pingin kesana juga? bantu jawab di kolom reply ya, thank you 🙏🏼🙏🏼"
1539187796577239040,21-Jun-2022 (10:05:42),Kenapa sirkuit Mandalika dan Arena balap Formula E menjadi bahan gorengan? Ditandingkan? Bukankah lebihb aik  sukseskeduanya jadi kebanggaan Nasoinal? Ingat akan politik devide et impera ( dijalankan di bidang politik juga)...
1539186874878947329,21-Jun-2022 (10:02:02),@Jazz_turboK24 @moodyt704 @ARDi_1369 @DimaseLagie https://t.co/qsPPrTPRU0
1539186021178388480,21-Jun-2022 (09:58:38),"@RTngasal @moodyt704 @ARDi_1369 @DimaseLagie Kata kamu bikin acara +aspal= 180M Sekarang malah memasukkan faktor comitmen fee..😆 Mandalika itu abis 2,7T loh... sekarang udah balik modal apa belum?😃"
1539185594659905536,21-Jun-2022 (09:56:57),@Jazz_turboK24 @moodyt704 @ARDi_1369 @DimaseLagie https://t.co/iM69xUZdPJ  Tidak hanya sirkuit tapi WILAYAH Mandalika juga dibangun
1539185525902278656,21-Jun-2022 (09:56:40),"Sikap dan kebiasaan jamaah haji asal indonesia mendapatkan respon yang positif bagi penduduk arab saudi.  Jamaah haji asal indonesia dinilai terdidik, dan suka membantu.   #ApresiasiHaji2022 Negara Hadir  https://t.co/27MEZp2wGZ"
1539174184311369728,21-Jun-2022 (09:11:36),@AriHend95106868 Mau niru Mandalika 🤣🤣🤣
1539174035661402112,21-Jun-2022 (09:11:01),Jamaah indonesia emang baik hati.  #ApresiasiHaji2022 Negara Hadir https://t.co/JTGLo8ockk
1539173520340832259,21-Jun-2022 (09:08:58),Pawang hujan mandalika main hp mulu https://t.co/O8x8zDnRdG
1539173207659655168,21-Jun-2022 (09:07:43),"Emang masyarakat Indonesia ramah-ramah dan baik hati, Alhamdulillah banget #ApresiasiHaji2022 Negara Hadir https://t.co/f9aY99mUsN"
1539172532233728001,21-Jun-2022 (09:05:02),Para Jemaah Haji Indonesia menuju tanah suci setelah 2 tahun tertunda karena pandemi #ApresiasiHaji2022 Negara Hadir  https://t.co/0Uh8hZDcdJ https://t.co/hbzMdMTBMh
1539172434502291456,21-Jun-2022 (09:04:39),@MotoGP_ESPN Mandalika 🇲🇨🇲🇨🇲🇨
1539172397131018242,21-Jun-2022 (09:04:30),"Jujur terharu bgt baca berita kayagini, semoga ini menambah amal baik masyarakat yang sedang menunaikan haji  #ApresiasiHaji2022 Negara Hadir  https://t.co/xKzoMBAE22"
1539172026572623872,21-Jun-2022 (09:03:02),"Seneng deh dengernya , semoga aku dan kalian kalian bisa kesana juga yaaa #ApresiasiHaji2022 Negara Hadir  https://t.co/SZgdrh3tte"
1539171965012828160,21-Jun-2022 (09:02:47),Para Jemaah Haji Indonesia menuju tanah suci setelah 2 tahun tertunda karena pandemi #ApresiasiHaji2022 Negara Hadir  https://t.co/bWG5zDgqLY https://t.co/oJkZ4o0Ur7
1539171652055232512,21-Jun-2022 (09:01:32),Wahh hebat bgt tim pengurus jamaah haji jd pengen naik haji semoga bisa nyusul suatu saat nanti https://t.co/e3G9UsgFnj #ApresiasiHaji2022 Negara Hadir https://t.co/6FluJO0woO
